,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,timeStarted,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,22,0,18,Riven,0,0,0,0,39218,18,False,False,False,False,False,12591,12550,0,0,2,6631,3071,6333,3077,1053,2052,0,7,0,1,153,0,0,16195,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 183, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 643, 'var2': 290, 'var3': 0}, {'perk': 9105, 'var1': 9, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 399, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1343, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 911, 'var2': 5, 'var3': 0}], 'style': 8100}]}",34519,18251,17554,QOYy7HHAvr0HsLZD_Vz1WZPIGn8nfTbw3y3aAfQ2glhvFjDPTbuismhO8Yv2Ir-883texFykZsf89w,126,32,59,22,7,3,24,32,495,Niezła Wkrętka,100,36,1297,35324,18706,0,37485,4576,0,16,398,805,455,3734,0,0,4,False,False,58,False,1,False,3,21.6,1630099411000,16618,1.0,0.0,0.8,582.9,0.3,0.0,0.0,749.8,769.4,1598.1,845.0,812.7,5.8,1.5,2.7,1.0,1635.4,866.0,0.0,1735.4,211.9,0.0,0.7,18.4
1,18,0,18,Veigar,3,4573,4573,4573,9829,13,False,False,False,False,False,17372,17100,1,1,2,3020,3089,6655,4628,4629,2052,8,23,4,3,153,117519,42064,13252,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1183, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1021, 'var3': 0}, {'perk': 8210, 'var1': 36, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 13, 'var2': 5, 'var3': 0}], 'style': 8100}]}",1295,165,10096,A2S9KOzWah67CN_5BrNGkQSE00vi1o9GzmcuySwRqK0E-H1Ld74PAwckw3fYTTvSG-rUyG-7HUcpOA,93,87,59,12,6,4,0,13,350,Walczak v2,100,45,1297,118997,42387,0,24388,1474,0,80,314,181,157,1040,1,1,4,False,False,58,False,1,False,3,21.6,1630099411000,72037,0.8,211.7,0.6,804.3,1.1,5440.7,1947.4,613.5,3335.0,60.0,7.6,467.4,4.3,4.0,2.7,0.6,5509.1,1962.4,0.0,1129.1,68.2,0.0,3.7,14.5
2,12,0,18,Jinx,2,443,443,443,5097,7,False,False,False,False,False,14093,12700,0,0,2,3085,3033,3006,3036,0,2052,3,9,4,2,330,2280,516,14099,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 1, 'var2': 30, 'var3': 0}, {'perk': 9111, 'var1': 834, 'var2': 210, 'var3': 0}, {'perk': 9104, 'var1': 10, 'var2': 10, 'var3': 0}, {'perk': 8014, 'var1': 288, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 884, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1625, 'var2': 5, 'var3': 0}], 'style': 8100}]}",32934,9488,4793,5uWoVhf-1bBsKvIgt-14F2pFW0u-V4VWMzuwoHpAcvWBtAg9XkWgVqgw78ciehUcTxiZ1bKkhNIy4A,31,76,20,5,6,4,6,7,170,Unholy 99,100,18,1297,36292,10092,0,19520,6459,541,32,176,1077,87,627,0,0,4,False,False,58,False,1,False,3,21.6,1630099411000,25757,0.6,20.5,0.3,652.5,0.4,105.6,23.9,652.7,1192.5,1524.7,439.3,221.9,1.4,3.5,0.9,0.2,1680.2,467.2,0.0,903.7,299.0,25.0,1.5,8.1
3,31,0,18,Xayah,0,2129,2129,2129,15688,12,False,False,False,False,False,16275,16300,0,0,2,3072,6673,3508,3006,3134,2052,3,10,2,1,151,0,0,24709,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 2, 'var2': 10, 'var3': 0}, {'perk': 9111, 'var1': 947, 'var2': 410, 'var3': 0}, {'perk': 9103, 'var1': 8, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 910, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1696, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3933, 'var2': 5, 'var3': 0}], 'style': 8100}]}",112616,38307,15720,3swdhtyPKIV9WpgOKVkF5AF_GeFmWS7VWAs5_nUKLXsH8qznkkx8tOKEFfQL5VBFOLkt2Z4C0m8yKQ,53,38,36,8,6,4,7,7,49,pattyee,100,24,1297,112616,38307,0,41950,9014,450,94,354,0,0,1519,1,1,4,False,False,58,False,1,False,3,21.6,1630099411000,72180,1.4,98.6,0.6,753.5,0.5,0.0,0.0,1143.9,3341.7,5213.7,1773.5,727.8,2.5,1.8,1.7,0.4,5213.7,1773.5,0.0,1942.1,417.3,20.8,4.4,16.4
4,26,0,18,Corki,0,1003,1003,1003,9926,10,False,False,False,False,False,14403,12300,0,1,2,6676,3020,6632,3094,1038,2052,2,9,3,1,209,64426,30660,17807,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1126, 'var2': 22, 'var3': 0}, {'perk': 8139, 'var1': 1830, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2752, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 3487, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 722, 'var2': 0, 'var3': 0}], 'style': 8000}]}",7844,2948,12042,K4PKKHXbTJXXNRBbaud8wPugkrCuvJ4BoIZkM5FSLhXk-BmdPWX1ST8jNGL41aipyPiPBQALHEg3Hw,39,26,30,98,5,4,12,32,291,KaptajnBanner,100,3,1297,72991,34288,0,31585,6441,0,42,250,720,680,1736,1,3,4,False,False,58,False,1,False,3,21.6,1630099411000,37700,1.2,46.4,0.5,666.8,0.4,2982.7,1419.4,824.4,1745.4,363.1,136.5,557.5,1.8,1.2,1.4,4.5,3379.2,1587.4,0.0,1462.3,298.2,0.0,1.9,11.6
5,35,0,18,Karthus,2,322,322,322,13396,14,False,False,False,False,False,15219,12900,0,2,1,3020,4637,4629,3165,0,0,0,8,0,1,138,109669,45573,11547,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1911, 'var2': 25, 'var3': 0}, {'perk': 8126, 'var1': 585, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 6121, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 990, 'var2': 0, 'var3': 0}], 'style': 8000}]}",765,322,16188,oZX4wK0ibza4042r_EeNhDAmzpDcKfVWVFfNnWKgE_sVDWlRgxeblgrMmu3kPl3vvUKeu90pV9iGog,252,34,43,11,3,4,21,32,130,Notorka,200,25,1297,112121,47417,0,28066,557,0,59,378,1686,1521,330,0,1,3,True,True,60,True,2,True,4,21.6,1630099411000,64382,1.6,14.9,0.6,704.6,0.4,5077.3,2109.9,534.6,2980.6,35.4,14.9,749.4,11.7,1.6,2.0,0.5,5190.8,2195.2,0.0,1299.4,25.8,0.0,2.7,17.5
6,20,3,18,Kennen,1,1155,1155,1155,14641,11,True,False,False,False,False,15610,13485,0,1,1,3020,3157,3089,3165,1052,2052,5,16,3,3,200,61217,36311,14969,1,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 2429, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 1653, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2455, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8275, 'var1': 31, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}]}",3884,1100,14173,s9_090t-3fypLMcUuyOrKuM41qhuv874a4qyUC-XgmgF7OEKPiCWochvZ7LuzSTL8VEnOlxrM6DfYg,84,20,55,8,25,32,6,4,136,Negrinka,200,17,1297,66261,38162,0,29168,5884,0,27,316,1160,750,26,0,2,3,True,True,60,True,2,True,4,21.6,1630099411000,26944,0.9,53.5,0.5,722.7,0.7,2834.1,1681.1,693.0,1247.4,179.8,50.9,656.2,3.9,0.9,2.5,0.4,3067.6,1766.8,0.0,1350.4,272.4,0.0,1.2,14.6
7,13,4,18,Lucian,3,4109,4109,4109,22252,11,False,True,False,False,False,20134,17800,1,2,1,3042,3508,3111,6676,3814,2052,8,28,5,2,212,6567,2474,14795,0,1,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 1410, 'var2': 956, 'var3': 453}, {'perk': 9111, 'var1': 723, 'var2': 410, 'var3': 0}, {'perk': 9103, 'var1': 6, 'var2': 10, 'var3': 0}, {'perk': 8017, 'var1': 1161, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 792, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 5020, 'var2': 5, 'var3': 0}], 'style': 8100}]}",112310,30099,19934,7lZ3BTagvxbb3QzmDwq0LUCqAiSYRmmWki_dLCqis5gHEhqs8hEDbQQ0XSbAFZ-zdFDSPAHasa284g,39,46,37,14,5,4,6,21,61,BlubbaNN,200,0,1297,119690,33386,0,35270,6583,0,93,290,812,812,540,2,3,3,True,True,60,True,2,True,4,21.6,1630099411000,82195,0.6,190.2,0.5,932.1,1.3,304.0,114.5,685.0,3805.3,5199.5,1393.5,922.9,1.8,2.1,1.7,0.6,5541.2,1545.6,0.0,1632.9,304.8,0.0,4.3,13.4
8,19,0,18,Tristana,2,4723,4723,4723,9273,11,False,False,False,True,False,13848,12250,0,2,1,3031,3006,3046,1018,1053,2052,1,5,2,1,194,7178,1123,9614,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 60, 'var2': 90, 'var3': 0}, {'perk': 8139, 'var1': 1130, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2275, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 544, 'var2': 240, 'var3': 0}, {'perk': 9104, 'var1': 6, 'var2': 10, 'var3': 0}], 'style': 8000}]}",54516,13088,13351,8kDzsB1hBGVq_2Q6XMf_wkkic9jr15NXe65X4cfjKSBcmNVFWcyA3IxcgMFHI3GwNP5BvlEJnY9Leg,27,23,30,4,3,4,4,14,29,Inting On Bush,200,3,1297,66811,16587,0,23020,4106,0,60,292,5115,2375,55,2,4,3,True,True,60,True,2,True,4,21.6,1630099411000,45501,0.9,218.7,0.5,641.1,0.2,332.3,52.0,445.1,2106.5,2523.9,605.9,618.1,1.2,1.1,1.4,0.2,3093.1,767.9,0.0,1065.7,190.1,0.0,2.8,13.5
9,17,0,18,Sett,0,825,825,825,42324,11,False,False,False,False,False,12418,10800,1,1,1,6630,3053,3748,0,0,2052,0,3,0,1,176,582,582,22314,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 991, 'var2': 0, 'var3': 0}, {'perk': 8401, 'var1': 204, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1567, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 282, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 9105, 'var1': 11, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 519, 'var2': 0, 'var3': 0}], 'style': 8000}]}",31527,10882,17701,2B_WuDsnfGWaiKxIPQAWfCVQ6RQW-SfyUR2Pwsnil3_CyC7MtsqhXHPOioq4e_urz2Bm-klUthln1A,33,13,15,7,25,32,5,4,131,Lectric,200,19,1297,36562,14643,0,40442,4800,0,30,290,4452,3178,427,0,1,3,True,True,60,True,2,True,4,21.6,1630099411000,21094,0.8,38.2,0.5,574.9,0.1,26.9,26.9,1033.1,976.6,1459.6,503.8,819.5,1.5,0.6,0.7,0.3,1692.7,677.9,0.0,1872.3,222.2,0.0,1.4,13.4
