,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,timeStarted,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,24,0,18,Heimerdinger,2,1872,1872,1872,5121,6,False,False,False,False,False,14389,13785,1,1,0,3158,3089,4637,3165,1052,2052,2,9,4,3,316,90287,35886,12225,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 3211, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1204, 'var3': 0}, {'perk': 8210, 'var1': 23, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 13, 'var2': 5, 'var3': 0}], 'style': 8100}]}",2767,863,3201,P-kVOf13A6WJ-P-75to-pRWtX9VpgUjBqWvdgWqTFIvZOFOBj_d1EvGVS0oScfLXQpeenzr4Uw84AQ,68,75,59,12,5,4,7,7,139,Danioq1337x,100,35,1261,93055,36749,0,15427,2460,342,84,188,0,0,0,2,2,0,True,False,52,True,2,True,4,21.0,1628715192000,54434,1.1,89.1,0.3,685.2,0.4,4299.4,1708.9,582.1,2592.1,131.8,41.1,152.4,3.2,3.6,2.8,0.6,4431.2,1750.0,0.0,734.6,117.1,16.3,4.0,9.0
1,29,3,18,Lux,2,1575,1575,1575,5818,6,False,False,True,False,False,13755,9300,1,2,0,3020,4628,3191,3108,0,2052,3,8,3,1,236,55572,27648,10090,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 2539, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1407, 'var3': 0}, {'perk': 8210, 'var1': 31, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8126, 'var1': 1107, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 13, 'var2': 5, 'var3': 0}], 'style': 8100}]}",2782,367,3220,RiIThHnukoEVhRa9Zyn4XgUtDmss01L5LOkSM-tRejgMNMW_FZKTPYkf1jSU3JqCYR1Xl33fpSp5rw,71,37,146,13,5,4,7,7,169,Xeimaros,100,62,1261,59138,28799,3575,13345,2874,750,28,154,783,783,34,0,3,0,True,False,52,True,2,True,4,21.0,1628715192000,28764,1.4,75.0,0.3,655.0,0.4,2646.3,1316.6,480.5,1369.7,132.5,17.5,153.3,3.4,1.8,7.0,0.6,2816.1,1371.4,170.2,635.5,136.9,35.7,1.3,7.3
2,25,1,18,Galio,0,513,513,513,56838,9,False,False,False,False,False,14507,13050,0,2,0,3068,3001,3083,3102,1033,2052,2,10,3,2,213,54664,21551,9436,1,1,"{'statPerks': {'defense': 5002, 'flex': 5003, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 1190, 'var2': 0, 'var3': 0}, {'perk': 8446, 'var1': 229, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 61, 'var2': 16, 'var3': 22}, {'perk': 8242, 'var1': 126, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 534, 'var3': 0}, {'perk': 8210, 'var1': 47, 'var2': 0, 'var3': 0}], 'style': 8200}]}",2732,1044,19277,W9Eg3SXQ3U5m6A4nF5i3poROKnwFIUdzS9uCvDHXCBAL20NmqyhmiJAwlVxvQn38eBFbexqOyTwMBg,54,29,39,6,18,32,5,4,136,Yperklaiwn,100,34,1261,58337,23315,1408,29714,901,0,41,228,940,720,1000,1,1,0,True,False,52,True,2,True,4,21.0,1628715192000,34509,1.2,24.4,0.4,690.8,0.5,2603.0,1026.2,449.3,1643.3,130.1,49.7,918.0,2.6,1.4,1.9,0.3,2778.0,1110.2,67.0,1415.0,42.9,0.0,2.0,10.9
3,24,0,18,Vladimir,1,289,289,289,18019,8,False,False,False,False,False,14939,13850,0,1,0,3135,3020,3065,3165,1058,0,4,12,3,2,311,62577,34964,15966,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8230, 'var1': 15, 'var2': 0, 'var3': 0}, {'perk': 8275, 'var1': 13, 'var2': 0, 'var3': 0}, {'perk': 8210, 'var1': 32, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1180, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3098, 'var2': 5, 'var3': 0}], 'style': 8100}]}",5215,589,17307,xK_JmP-2LHE5GQpSMspdsrCoIHYOKTC1u9sC7gLApwSzLHqexgZ3KUdXNPrh5hA4kfSxgMqk0FXsMA,193,17,46,10,8,6,5,4,193,Marlov7,100,8,1261,69538,35554,0,33833,23660,0,56,188,1745,0,560,0,1,0,True,False,52,True,2,True,4,21.0,1628715192000,33695,1.1,13.8,0.4,711.4,0.6,2979.9,1665.0,760.3,1604.5,248.3,28.0,824.1,9.2,0.8,2.2,0.5,3311.3,1693.0,0.0,1611.1,1126.7,0.0,2.7,9.0
4,15,2,18,Evelynn,0,1302,1302,1302,24156,9,False,False,False,False,False,13525,11600,0,0,0,3152,3158,4629,3102,1057,2052,3,13,3,2,239,37540,20442,11125,0,1,"{'statPerks': {'defense': 5002, 'flex': 5003, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 1933, 'var2': 0, 'var3': 0}, {'perk': 8143, 'var1': 935, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 342, 'var3': 0}, {'perk': 8210, 'var1': 16, 'var2': 0, 'var3': 0}], 'style': 8200}]}",1906,754,13136,r53x77LFwPVU8ygprCe4yr2Gj_lbiGi-N7nXzT3CTPf1hCENhOWXDKNeBL4c8UGifXelcsCa_8Ldbg,178,27,36,10,8,7,5,4,133,tigar178,100,4,1261,39447,21196,0,24474,5721,562,25,246,0,0,212,1,2,0,True,False,52,True,2,True,4,21.0,1628715192000,16949,0.7,62.0,0.4,644.0,0.6,1787.6,973.4,529.8,807.1,90.8,35.9,625.5,8.5,1.3,1.7,0.5,1878.4,1009.3,0.0,1165.4,272.4,26.8,1.2,11.7
5,16,0,17,Bard,1,152,152,152,19191,12,True,False,False,False,False,11844,11200,0,0,2,3020,3115,3100,1026,0,2052,0,4,0,1,227,47550,18875,30524,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 2116, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 279, 'var3': 0}, {'perk': 8210, 'var1': 2, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 11, 'var2': 4, 'var3': 0}], 'style': 8100}]}",8580,2908,1752,d4CvBnShffG3FNjxQkMdk1dz6fV6ODD5kTa5oMm8DlWs8XfcGfhq1YxNlIUWVc-re7-2GFH3xTB4Uw,72,38,3,9,3,4,6,7,148,Geroundio,200,44,1261,56131,21784,0,32534,8007,423,41,308,0,0,257,0,0,4,False,True,38,False,0,False,0,21.0,1628715192000,34195,0.8,7.2,0.6,564.0,0.2,2264.3,898.8,1453.5,1628.3,408.6,138.5,83.4,3.4,1.8,0.1,0.4,2672.9,1037.3,0.0,1549.2,381.3,20.1,2.0,14.7
6,19,0,17,Blitzcrank,1,0,0,0,34893,14,True,False,False,False,False,11800,10950,0,0,2,6656,3001,3165,3076,1011,2052,0,4,0,1,211,23918,7552,30725,0,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 339, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 350, 'var3': 0}, {'perk': 8210, 'var1': 25, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 233, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8300}]}",6662,3831,3290,___dwG4eJJhPWiS6Z_Ys4kN5Z_7x_IQ6srdbINGnf7RGu3u-U_clKwu6v4MetsB-Zth-pAZUYaWVAg,45,37,35,18,6,7,6,4,88,YummyChan21,200,38,1261,30580,11383,0,34171,2446,517,9,372,0,0,155,0,0,4,False,True,38,False,0,False,0,21.0,1628715192000,19197,0.9,0.0,0.7,561.9,0.2,1139.0,359.6,1463.1,914.1,317.2,182.4,156.7,2.1,1.8,1.7,0.9,1456.2,542.0,0.0,1627.2,116.5,24.6,0.4,17.7
7,12,0,18,Kalista,0,423,423,423,18336,8,False,False,False,False,False,15758,15000,0,0,2,6673,3085,3006,3033,3036,2052,4,13,3,2,250,2288,688,33560,0,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 2, 'var2': 20, 'var3': 0}, {'perk': 9111, 'var1': 1225, 'var2': 250, 'var3': 0}, {'perk': 9104, 'var1': 9, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 867, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8446, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 2153, 'var2': 0, 'var3': 0}], 'style': 8400}]}",134675,25342,3820,FW5QYXxrcMwhE5jpXtXlwycXuMf-F6uLI-MUH1VhtyP8o_cfSoI7tgIF4qwYzgiFqm89WR9LwoJ-xA,49,6,115,6,8,21,5,4,239,Chidorigr,200,12,1261,139063,26031,0,37748,2158,0,108,192,2100,0,368,0,0,4,False,True,38,False,0,False,0,21.0,1628715192000,112609,0.6,20.1,0.4,750.4,0.6,109.0,32.8,1598.1,5362.3,6413.1,1206.8,181.9,2.3,0.3,5.5,0.3,6622.0,1239.6,0.0,1797.5,102.8,0.0,5.1,9.1
8,15,0,17,Nunu,1,0,0,0,39693,13,False,True,False,False,False,12704,12050,0,0,2,4629,3157,4630,3111,1026,2052,3,10,2,2,226,48851,18556,34465,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1897, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 301, 'var3': 0}, {'perk': 8210, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 381, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",3222,1650,3148,slU81aQLbHRyrO03i1JCZmHIXmdCn5ifujIkrDt61L0hnoBu81fnCE-oYEA25ku0gQuoQcjbfIez_Q,36,48,83,10,5,4,8,21,147,hulkgreg,200,40,1261,59193,20206,0,38290,10575,0,25,328,7119,0,675,0,0,4,False,True,38,False,0,False,0,21.0,1628715192000,38987,0.7,0.0,0.6,605.0,0.5,2326.2,883.6,1641.2,1856.5,153.4,78.6,149.9,1.7,2.3,4.0,0.5,2818.7,962.2,0.0,1823.3,503.6,0.0,1.2,15.6
9,24,0,18,Yuumi,4,0,0,0,5544,5,True,False,False,False,False,13118,12100,0,0,2,3504,4629,3020,3011,0,2052,1,7,5,2,646,25202,13171,11216,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 2172, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1313, 'var3': 0}, {'perk': 8210, 'var1': 8, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 13, 'var2': 5, 'var3': 0}], 'style': 8100}]}",1762,815,288,_ELeiL1OZHxOgiX8qn_QxLXBI0dce3uCoiPxxA7RGEytVBMqAbBMdWHdr3_HwS3XV56sm4H9fRhwYA,52,109,47,8,5,13,5,14,218,Fistikiaman,200,21,1261,27770,14793,471,11551,6279,5025,4,178,806,806,46,0,0,4,False,True,38,False,0,False,0,21.0,1628715192000,12977,1.1,0.0,0.2,624.7,0.3,1200.1,627.2,534.1,618.0,83.9,38.8,13.7,2.5,5.2,2.2,0.4,1322.4,704.4,22.4,550.0,299.0,239.3,0.2,8.5
