,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,14,0,17,Lucian,1,2424,2424,2424,11716,9,False,True,False,False,True,16328,15950,1,2,1,3006,6676,3072,3031,3035,2052,5,18,6,2,418,5819,3366,17383,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 1440, 'var2': 931, 'var3': 509}, {'perk': 9111, 'var1': 714, 'var2': 320, 'var3': 0}, {'perk': 9103, 'var1': 7, 'var2': 40, 'var3': 0}, {'perk': 8014, 'var1': 651, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8233, 'var1': 8, 'var2': 20, 'var3': 0}, {'perk': 8236, 'var1': 28, 'var2': 0, 'var3': 0}], 'style': 8200}]}",79245,22001,5061,fxDd5xHfOJzae2zd-SZM0QBh-UN9hIf3GcNTOIBDnfbFFpZY6iJdb1QjUr26qiDq89pbojntrnyVyg,37,30,26,8,9,21,2,4,219,Loster10,100,0,1236,85211,25515,0,23573,1757,0,66,236,147,147,1129,1,3,4,False,True,45,True,2,False,4,20.6,57272,0.7,117.7,0.4,792.6,0.9,282.5,163.4,843.8,2780.2,3846.8,1068.0,245.7,1.8,1.5,1.3,0.4,4136.5,1238.6,0.0,1144.3,85.3,0.0,3.2,11.5
1,30,0,18,Alistar,1,1133,1133,1133,50092,9,True,False,False,False,True,12529,11655,0,2,1,1029,3075,3111,3065,3082,0,1,4,2,2,367,24025,11516,17188,0,0,"{'statPerks': {'defense': 5002, 'flex': 5003, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 792, 'var2': 0, 'var3': 0}, {'perk': 8463, 'var1': 1141, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 2022, 'var2': 0, 'var3': 0}, {'perk': 8453, 'var1': 1983, 'var2': 21, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8306, 'var1': 2, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",5374,1120,9017,JJkNeqhIyxxYuHBAqL-McoazsOHaTK_0iLSXzR6KXERQx9BoHoxFH3F3Kcoi5fFjnwyGtL41BBuYJw,31,29,22,9,7,4,24,32,92,Gatopsaro,100,64,1236,30737,13704,0,34898,13989,8848,29,228,1338,1068,8693,2,4,4,False,True,45,True,2,False,4,20.6,15900,1.5,55.0,0.4,608.2,0.2,1166.3,559.0,834.4,771.8,260.9,54.4,437.7,1.5,1.4,1.1,0.4,1492.1,665.2,0.0,1694.1,679.1,429.5,1.4,11.1
2,28,0,17,Sejuani,0,1324,1324,1324,56163,10,True,False,False,False,True,13223,10900,1,1,1,6662,3075,3111,3001,3801,0,1,5,2,1,249,23746,12575,16102,0,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 2049, 'var2': 0, 'var3': 0}, {'perk': 8463, 'var1': 1081, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 61, 'var2': 19, 'var3': 17}, {'perk': 8451, 'var1': 283, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 1282, 'var2': 330, 'var3': 0}, {'perk': 9105, 'var1': 5, 'var2': 30, 'var3': 0}], 'style': 8000}]}",29235,10401,12167,ctll2UY5B_FLw7_0eCJKBFhPLmjZX_93m26L_qxkF3zozoPGHci6X7pqLSX9l4g5JvW8Wyni0PTiuw,30,43,9,8,19,32,4,4,258,rajnala,100,41,1236,53871,23866,0,37607,2794,300,40,256,890,890,9337,0,3,4,False,True,45,True,2,False,4,20.6,28681,1.4,64.3,0.5,641.9,0.2,1152.7,610.4,781.7,1392.3,1419.2,504.9,590.6,1.5,2.1,0.4,0.4,2615.1,1158.5,0.0,1825.6,135.6,14.6,1.9,12.4
3,20,0,18,Pantheon,0,999,999,999,39362,8,True,False,False,False,True,14967,14450,0,1,1,3071,3111,3053,3065,3076,0,4,12,5,2,339,13464,3641,23911,0,0,"{'statPerks': {'defense': 5003, 'flex': 5002, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 697, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1679, 'var2': 320, 'var3': 0}, {'perk': 9105, 'var1': 6, 'var2': 50, 'var3': 0}, {'perk': 8299, 'var1': 1143, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1447, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1819, 'var2': 5, 'var3': 0}], 'style': 8100}]}",51070,22522,10560,UF6Dtvy_wyTfxeg_xvyrrmmQVLFGz_inAZuaFP7K5jCYd8mSR7FLvsv5TVcDWUdUyNErW0aRK2grCQ,76,35,30,6,6,4,23,32,315,Kiherellek00,100,30,1236,65599,27138,0,41293,9925,0,38,198,1065,975,6821,0,2,4,False,True,45,True,2,False,4,20.6,37462,1.0,48.5,0.4,726.6,0.6,653.6,176.7,1160.7,1818.5,2479.1,1093.3,512.6,3.7,1.7,1.5,0.3,3184.4,1317.4,0.0,2004.5,481.8,0.0,1.8,9.6
4,27,0,18,Zoe,3,1728,1728,1728,9345,9,False,False,False,False,True,12872,12300,0,2,1,3020,4628,3089,4630,0,2052,1,6,3,1,209,45851,24145,14285,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1790, 'var2': 24, 'var3': 0}, {'perk': 8126, 'var1': 454, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2246, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 3975, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 679, 'var2': 0, 'var3': 0}], 'style': 8000}]}",4520,2077,5233,ktJfMMN6lWniH3Q-X6rk4lHkfkjpdzkTggizkeEvkjywSMifEkBMbI1GWfl8RU3mo5r3VbEFR1rCiw,166,13,47,33,4,4,7,21,257,Falakrosgamiazz,100,38,1236,54681,28695,97,21693,1080,0,32,226,4309,2472,2174,1,3,4,False,True,45,True,2,False,4,20.6,24258,1.3,83.9,0.4,624.9,0.3,2225.8,1172.1,693.4,1177.6,219.4,100.8,254.0,8.1,0.6,2.3,1.6,2654.4,1393.0,4.7,1053.1,52.4,0.0,1.6,11.0
5,18,2,18,Shyvana,1,600,600,600,25668,10,False,False,True,False,True,15605,12650,1,1,2,3115,3157,3135,0,3020,2052,4,14,4,4,174,70427,26665,13914,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1650, 'var2': 27, 'var3': 0}, {'perk': 8126, 'var1': 620, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3444, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 898, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 8, 'var2': 50, 'var3': 0}], 'style': 8000}]}",17137,3333,15226,vFJn6DwI7Adju57lBF6nedlYx-QFta7lg5gAO2l3lGmFh285FJ4pkzbk2vOlL_U4wsdgicC0LjIkgQ,61,66,70,17,20,32,6,4,224,Zorz98,200,5,1236,89176,31610,0,31094,2880,0,60,242,1611,1611,1952,0,1,4,True,False,45,False,1,True,4,20.6,56966,0.9,29.1,0.5,757.5,0.7,3418.8,1294.4,675.4,2765.3,831.9,161.8,739.1,3.0,3.2,3.4,0.8,4328.9,1534.5,0.0,1509.4,139.8,0.0,2.9,11.7
6,13,7,18,Vayne,2,5582,5582,5582,18383,10,False,False,False,False,True,15736,12300,0,0,2,3111,3091,3153,6677,1018,2052,4,18,7,3,192,6761,3016,8262,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 2, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 874, 'var2': 310, 'var3': 0}, {'perk': 9103, 'var1': 15, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 881, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1187, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3065, 'var2': 5, 'var3': 0}], 'style': 8100}]}",46615,18199,16475,BfnSAbVY8KWpfNfMKAcxMTI8l1hT6OLnNW2y2_idGCZIOne7XVgRb1AhODZOpInp1Kc8dP1umWXvsA,84,0,9,8,5,7,4,4,220,MiladinGolubovic,200,7,1236,68397,33132,0,25505,2928,449,46,236,15020,11916,768,2,3,4,True,False,45,False,1,True,4,20.6,29683,0.6,271.0,0.5,763.9,0.9,328.2,146.4,401.1,1440.9,2262.9,883.4,799.8,4.1,0.0,0.4,0.4,3320.2,1608.3,0.0,1238.1,142.1,21.8,2.2,11.5
7,30,0,18,Lulu,3,714,714,714,12297,8,False,False,True,False,True,11536,9785,0,1,2,3047,3011,6616,3191,1052,2052,0,0,0,0,220,11079,4364,8516,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8465, 'var1': 2957, 'var2': 0, 'var3': 0}, {'perk': 8463, 'var1': 1235, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 119, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 76, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 2587, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 164, 'var2': 0, 'var3': 0}], 'style': 8000}]}",3954,1373,7373,JYHdVDIztAwSkIlEY5G54vDaRj4JiculhM_BqRGPpzuvb4GvrIH1Qz12ml2U78XV8upbK_LJnWyVZg,43,56,59,9,13,32,6,4,354,Zakopaný pes,200,41,1236,18889,6353,5460,16246,3576,2752,10,202,3855,615,356,1,2,4,True,False,45,False,1,True,4,20.6,11822,1.5,34.7,0.4,560.0,0.0,537.8,211.8,413.4,573.9,191.9,66.7,357.9,2.1,2.7,2.9,0.4,916.9,308.4,265.0,788.6,173.6,133.6,0.5,9.8
8,23,1,18,Lillia,1,2217,2217,2217,20289,6,False,False,False,True,True,15247,13800,0,1,2,3165,6653,3112,3020,4637,2052,2,10,3,3,342,82046,32168,12674,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1725, 'var2': 34, 'var3': 0}, {'perk': 8126, 'var1': 1645, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 4844, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8275, 'var1': 28, 'var2': 0, 'var3': 0}, {'perk': 8234, 'var1': 10658, 'var2': 0, 'var3': 0}], 'style': 8200}]}",5088,1122,16904,B1UuQqhKGD5u82I75O6apqzol0PUpJ1youqaBPhE44nQXmH1pgC7hI_r4jCbGknFm3JeAKzKRn6Cjg,131,39,67,9,6,4,22,32,215,Komerční Sráč,200,29,1236,120373,46849,0,30770,10530,0,77,168,33237,13558,1191,1,4,4,True,False,45,False,1,True,4,20.6,71307,1.1,107.6,0.3,740.1,0.5,3982.8,1561.6,615.2,3461.5,247.0,54.5,820.6,6.4,1.9,3.3,0.4,5843.3,2274.2,0.0,1493.7,511.2,0.0,3.7,8.2
9,31,0,18,FiddleSticks,2,450,450,450,15483,11,False,False,True,False,True,13037,10800,0,0,2,4637,3157,3020,3916,0,3330,0,3,0,1,120,70628,22656,11877,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1950, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 193, 'var3': 0}, {'perk': 8210, 'var1': 23, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 3526, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 464, 'var2': 0, 'var3': 0}], 'style': 8000}]}",930,366,13549,oE0ziwprOPWTIcBgYYyL3TpfwABFuPWvbLWTKfLXpdAltBE6YlDesT7lCdwVdfKzIOpLQe7xas3Vzw,20,63,67,8,16,32,3,4,264,Mafla Jinx,200,46,1236,72433,23477,0,26710,5492,0,53,274,875,455,1284,0,1,4,True,False,45,False,1,True,4,20.6,48506,1.5,21.8,0.5,632.9,0.1,3428.5,1099.8,576.6,2354.7,45.1,17.8,657.7,1.0,3.1,3.3,0.4,3516.2,1139.7,0.0,1296.6,266.6,0.0,2.6,13.3
