,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,9,0,14,Kayn,0,0,0,0,12758,9,False,False,False,False,True,8513,8650,0,0,1,1031,3042,3158,1028,0,0,0,1,0,1,219,0,0,10793,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 76, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 164, 'var2': 100, 'var3': 0}, {'perk': 9105, 'var1': 13, 'var2': 20, 'var3': 0}, {'perk': 8299, 'var1': 668, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 259, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 582, 'var2': 5, 'var3': 0}], 'style': 8100}]}",26147,8014,8424,G_lAeVbNMTijaSC_xJ0gNJu_RedJI5CQhBAuyT4T2G5EYLg7PTA2b_GmfbZRv0rAUq0AMQhvmLOfJw,32,31,10,8,22,32,2,4,143,LinkedSoul,100,9,900,27032,8649,0,21162,5737,0,25,164,885,635,1944,0,0,3,False,False,20,False,0,False,1,15.0,18383,0.6,0.0,0.6,567.5,0.1,0.0,0.0,719.5,1225.5,1743.1,534.3,561.6,2.1,2.1,0.7,0.5,1802.1,576.6,0.0,1410.8,382.5,0.0,1.7,10.9
1,9,0,14,Viktor,2,349,349,349,8672,9,False,False,False,False,True,10032,7400,0,0,1,3020,4637,0,0,0,2052,1,4,2,2,183,49783,16821,8308,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1598, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 469, 'var3': 0}, {'perk': 8210, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 24, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1094, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2097, 'var2': 5, 'var3': 0}], 'style': 8100}]}",3996,81,7688,3tOHk6Ng4hNf3Cuaz2kiY-2ftoHApLyxFV-BDRcoWk3NMfZb0aEwOF4evu_vtD_kO-pIpDbHi1pPbA,23,16,52,15,1,4,2,3,309,JunaCHina,100,22,900,53779,16903,0,17766,3427,0,40,176,0,0,1769,0,1,3,False,False,20,False,0,False,1,15.0,36527,0.6,23.3,0.6,668.8,0.3,3318.9,1121.4,553.9,2435.1,266.4,5.4,512.5,1.5,1.1,3.5,1.0,3585.3,1126.9,0.0,1184.4,228.5,0.0,2.7,11.7
2,6,0,13,Garen,0,950,950,950,22783,10,False,False,False,False,True,8830,7500,0,0,1,3047,3053,0,0,0,2052,0,2,0,1,140,214,214,12755,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 283, 'var2': 194, 'var3': 0}, {'perk': 8446, 'var1': 317, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 46, 'var2': 15, 'var3': 13}, {'perk': 8451, 'var1': 187, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 547, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 4, 'var2': 0, 'var3': 0}], 'style': 8100}]}",23606,4328,9573,oE0ziwprOPWTIcBgYYyL3TpfwABFuPWvbLWTKfLXpdAltBE6YlDesT7lCdwVdfKzIOpLQe7xas3Vzw,27,20,32,6,24,32,4,4,242,Mafla Jinx,100,17,900,25878,6395,0,25464,3753,0,33,184,2057,1852,3135,0,1,3,False,False,20,False,0,False,1,15.0,18533,0.4,63.3,0.7,588.7,0.1,14.3,14.3,850.3,1235.5,1573.7,288.5,638.2,1.8,1.3,2.1,0.4,1725.2,426.3,0.0,1697.6,250.2,0.0,2.2,12.3
3,10,0,15,Khazix,0,748,748,748,12481,9,False,False,False,False,True,9949,9000,0,0,1,6691,6695,1001,0,0,2052,1,7,4,4,194,658,658,7840,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 2206, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 414, 'var3': 0}, {'perk': 8210, 'var1': 14, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 14, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1205, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1630, 'var2': 5, 'var3': 0}], 'style': 8100}]}",42815,18175,7483,BSjg-3U3qKY6oOAwLKuyGS3XnW1384fXljRlO7dRLhlvozqUmPvd69Z9pOpW0ckyLf-53W3ApofsKw,30,68,23,6,3,4,19,32,218,call me Rose,100,19,900,44163,19433,0,17074,5166,0,29,160,690,600,1750,1,1,3,False,False,20,False,0,False,1,15.0,23982,0.7,49.9,0.6,663.3,0.5,43.9,43.9,522.7,1598.8,2854.3,1211.7,498.9,2.0,4.5,1.5,0.4,2944.2,1295.5,0.0,1138.3,344.4,0.0,1.9,10.7
4,9,0,13,KogMaw,2,713,713,713,6283,10,False,False,False,False,True,10637,10400,0,0,1,3003,3020,4637,0,0,2052,2,6,2,2,182,31304,13775,5436,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 611, 'var2': 12, 'var3': 0}, {'perk': 8143, 'var1': 23, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 1895, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 945, 'var2': 0, 'var3': 0}], 'style': 8000}]}",2835,549,7018,QRbY_hnCIUAyNJhdpbW6Y9bWIPPygitoWrqTQxIyFPBseNpWl0mTrgzGEh4IJq_Up5EsuxbEMrBvqA,13,11,37,58,2,4,5,21,419,Highly Religious,100,10,900,38642,17072,0,13227,70,0,22,192,4502,2747,772,0,1,3,False,False,20,False,0,False,1,15.0,20857,0.6,47.5,0.7,709.1,0.4,2086.9,918.3,362.4,1390.5,189.0,36.6,467.9,0.9,0.7,2.5,3.9,2576.1,1138.1,0.0,881.8,4.7,0.0,1.5,12.8
5,31,0,15,Lulu,0,353,353,353,7616,4,True,False,True,False,True,9909,9250,0,0,0,3158,3107,3801,6616,0,2052,2,5,2,2,285,7085,4886,2497,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 687, 'var2': 1069, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 679, 'var3': 0}, {'perk': 8210, 'var1': 16, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 24, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 364, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 187, 'var2': 0, 'var3': 0}], 'style': 8400}]}",1668,1134,5976,36GVDhWp6cTIlgLI2R0LRz6zQnFMJDGzvt9vFPhFbsDS2vALF9aXVmGX2XYd5-CsDJ6TwI11HRsloA,58,38,67,7,3,4,5,3,85,EroFTW,200,32,900,8753,6021,8362,9460,5726,4569,4,88,0,0,987,0,2,1,True,True,47,True,1,True,3,15.0,2379,2.1,23.5,0.3,660.6,0.3,472.3,325.7,166.5,158.6,111.2,75.6,398.4,3.9,2.5,4.5,0.5,583.5,401.4,557.5,630.7,381.7,304.6,0.3,5.9
6,23,5,15,Aphelios,2,3395,3395,3395,10214,4,True,False,True,False,True,14594,12375,0,0,0,3006,6676,3085,1038,1037,2052,4,21,6,5,330,4312,1868,8788,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 398, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 1856, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 5, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 970, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1369, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 4401, 'var2': 5, 'var3': 0}], 'style': 8100}]}",87863,29696,8322,SB5iXLI4bw4Bp5OYJRLJ01-BvSb4ZuQs9hgR5yDDprw43P5FrWpISqPd3KBLafyQvhvB14-ac6niPA,47,83,0,2,8,32,2,4,46,temporarily sxd,200,12,900,101086,36178,0,18692,7629,0,95,106,8909,4613,1580,1,3,1,True,True,47,True,1,True,3,15.0,61513,1.5,226.3,0.3,972.9,1.4,287.5,124.5,585.9,4100.9,5857.5,1979.7,554.8,3.1,5.5,0.0,0.1,6739.1,2411.9,0.0,1246.1,508.6,0.0,6.3,7.1
7,42,0,15,LeeSin,0,519,519,519,17804,5,True,False,True,False,True,9106,8400,0,1,0,2065,3158,1058,1058,0,2052,0,0,0,0,211,2308,925,5757,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 302, 'var2': 1050, 'var3': 0}, {'perk': 8224, 'var1': 695, 'var2': 0, 'var3': 0}, {'perk': 8210, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 24, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 755, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 34, 'var2': 0, 'var3': 0}], 'style': 8000}]}",3765,2668,4805,fqVl88pF0ufsSaYonENaHECngghWhrVnJR0Ht7PkD-GvUZWBlTem-16BYPxoeglGJ5-fohOwz-MwGA,39,89,14,5,3,3,3,7,26,ivans kitten,200,9,900,6074,3593,7498,11710,1724,338,4,120,0,0,1147,0,2,1,True,True,47,True,1,True,3,15.0,1962,2.8,34.6,0.3,607.1,0.0,153.9,61.7,383.8,130.8,251.0,177.9,320.3,2.6,5.9,0.9,0.3,404.9,239.5,499.9,780.7,114.9,22.5,0.3,8.0
8,24,0,15,Velkoz,0,790,790,790,4843,3,False,True,False,False,True,10389,9650,1,1,0,6655,3020,3089,4630,0,2052,3,9,5,2,321,28116,17371,5410,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 2335, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 576, 'var3': 0}, {'perk': 8233, 'var1': 7, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 540, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1169, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1087, 'var2': 5, 'var3': 0}], 'style': 8100}]}",1480,848,5854,CW9piqtUw57B8uKRwlUgcp1Dq-ayja_qbf03zSWWzDlql9telvzPQlsg0tIRRzhyoMwdOKtBhHfbcw,100,51,25,4,2,4,3,14,89,Apelsin,200,25,900,33102,21338,0,12341,3034,0,11,80,3504,3118,1077,1,1,1,True,True,47,True,1,True,3,15.0,10974,1.6,52.7,0.2,692.6,0.6,1874.4,1158.1,360.7,731.6,98.7,56.5,390.3,6.7,3.4,1.7,0.3,2206.8,1422.5,0.0,822.7,202.3,0.0,0.7,5.3
9,23,0,15,Ryze,1,1225,1225,1225,11239,4,True,False,False,True,True,11655,11300,0,0,0,4629,4633,3020,0,0,2052,2,12,6,2,330,62077,20082,9015,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8230, 'var1': 15, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 691, 'var3': 0}, {'perk': 8210, 'var1': 21, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 24, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8126, 'var1': 541, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}], 'style': 8100}]}",3207,692,10269,avvlLgRLR9AtRU7kIp31KS0OdHXKmdvSuhj9WKtLQqOLcusIGSHUS02zcWVAKsXhQATjAYbtLYwSfw,119,34,121,3,4,4,13,32,122,God of Turtles,200,17,900,67605,22415,0,20326,5288,0,56,102,2321,1640,1041,1,2,1,True,True,47,True,1,True,3,15.0,43965,1.5,81.7,0.3,777.0,0.8,4138.5,1338.8,601.0,2931.0,213.8,46.1,684.6,7.9,2.3,8.1,0.2,4507.0,1494.3,0.0,1355.1,352.5,0.0,3.7,6.8
