,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,timeStarted,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,7,2,18,Khazix,1,402,402,402,23752,11,True,False,False,False,False,17889,16300,2,3,1,3042,6676,3814,6694,3111,2052,4,16,4,2,263,1468,1468,17518,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1533, 'var2': 20, 'var3': 0}, {'perk': 8143, 'var1': 897, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2379, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 3049, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 882, 'var2': 0, 'var3': 0}], 'style': 8000}]}",66133,25691,9272,tRG91bv7FLrwW96uOIbZ64hTXa8idmaNmfOoHsiuB-2p9rFy76ahQErRYjY0O4LBJtxisfRXryRdUQ,59,73,34,21,3,14,5,4,252,Misiek124,100,6,1646,68091,27650,0,27420,4418,0,47,335,490,490,628,0,1,2,True,True,57,True,3,True,4,27.4,1627144796000,40039,0.3,14.7,0.4,652.9,0.6,53.6,53.6,639.3,1461.3,2413.6,937.6,338.4,2.2,2.7,1.2,0.8,2485.1,1009.1,0.0,1000.7,161.2,0.0,1.7,12.2
1,27,0,18,Katarina,1,930,930,930,38320,16,True,False,True,False,False,16403,14850,0,0,1,3152,3020,4637,3083,1011,2052,1,4,3,3,253,84692,32372,34149,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 1199, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 892, 'var2': 310, 'var3': 0}, {'perk': 9104, 'var1': 12, 'var2': 50, 'var3': 0}, {'perk': 8014, 'var1': 556, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1822, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1626, 'var2': 5, 'var3': 0}], 'style': 8100}]}",3022,978,19063,C_W87YBTkEBw6YUTikMb6Wis6H5tkT861Um5955JcZsfUqXXl7wGXT7wwxvWhUGe9zL-otZlbzM50g,65,25,0,15,2,4,12,32,438,Jákov,100,0,1646,88110,33745,0,55301,5174,0,47,461,395,395,2088,0,1,2,True,True,57,True,3,True,4,27.4,1627144796000,53435,1.0,33.9,0.6,598.6,0.1,3090.9,1181.5,1246.3,1950.2,110.3,35.7,695.7,2.4,0.9,0.0,0.5,3215.7,1231.6,0.0,2018.3,188.8,0.0,1.7,16.8
2,27,1,18,Maokai,2,1612,1612,1612,27003,11,True,False,True,False,False,15766,14550,0,3,1,3020,3065,3165,3089,3082,2052,0,3,0,1,365,85141,30771,23695,0,1,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 4509, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 399, 'var3': 0}, {'perk': 8210, 'var1': 16, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 80, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 5339, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 259, 'var2': 0, 'var3': 0}], 'style': 8000}]}",3590,693,12999,3tOHk6Ng4hNf3Cuaz2kiY-2ftoHApLyxFV-BDRcoWk3NMfZb0aEwOF4evu_vtD_kO-pIpDbHi1pPbA,24,17,103,12,1,4,6,21,317,JunaCHina,100,82,1646,88732,31464,0,37149,9083,0,39,353,0,0,453,0,3,2,True,True,57,True,3,True,4,27.4,1627144796000,55656,1.0,58.8,0.4,575.4,0.1,3107.3,1123.0,864.8,2031.2,131.0,25.3,474.4,0.9,0.6,3.8,0.4,3238.4,1148.3,0.0,1355.8,331.5,0.0,1.4,12.9
3,15,1,18,Vladimir,1,555,555,555,22126,10,False,True,False,True,False,21210,18900,0,2,1,3135,4629,3089,3102,3165,0,4,20,4,2,211,123091,42861,35937,1,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8230, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8275, 'var1': 37, 'var2': 0, 'var3': 0}, {'perk': 8210, 'var1': 37, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 80, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 6, 'var2': 3, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",4134,476,13522,26bBbqdvzeiMdFPhgolXhSI6A1dCiDXRcK9ud4YzbqsnPd_96Z_jPo9BXUgUYFX5EX3f1q-BMrES6A,191,30,80,12,5,4,32,32,228,Rodolfo748,100,5,1646,128556,44318,0,50297,37301,0,91,309,1330,980,837,1,1,2,True,True,57,True,3,True,4,27.4,1627144796000,83683,0.5,20.3,0.4,774.1,0.7,4492.4,1564.3,1311.6,3054.1,150.9,17.4,493.5,7.0,1.1,2.9,0.4,4691.8,1617.4,0.0,1835.7,1361.4,0.0,3.3,11.3
4,13,7,18,Jhin,0,5008,5008,5008,14678,5,True,False,True,False,False,18879,12650,1,2,1,3072,3031,3006,3070,3184,0,4,14,7,3,495,16990,3931,18386,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1992, 'var2': 27, 'var3': 0}, {'perk': 8139, 'var1': 2515, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2979, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 890, 'var2': 270, 'var3': 0}, {'perk': 9103, 'var1': 17, 'var2': 30, 'var3': 0}], 'style': 8000}]}",139323,26368,6213,FBuHr2QHM8_Xrti3IEoDGiX5SdEZUXml1-KkP09Fz4ZHmF4mXPbjQ2-7sFIT741tYjP6JmqzBi-3Jw,66,71,62,53,4,4,5,21,134,2BlameTheZed2,100,56,1646,156313,30299,0,24990,7164,0,116,154,0,0,390,3,4,2,True,True,57,True,3,True,4,27.4,1627144796000,121006,0.5,182.8,0.2,689.0,0.5,620.1,143.5,671.0,4416.3,5084.8,962.3,226.8,2.4,2.6,2.3,1.9,5704.9,1105.8,0.0,912.0,261.5,0.0,4.2,5.6
5,26,0,18,Annie,2,1096,1096,1096,30265,10,False,False,False,False,False,16965,16110,0,1,3,3135,3089,6653,3020,3102,2052,2,6,2,1,427,75216,28229,16600,0,0,"{'statPerks': {'defense': 5002, 'flex': 5003, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 79, 'var2': 0, 'var3': 0}, {'perk': 8446, 'var1': 176, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 70, 'var2': 17, 'var3': 14}, {'perk': 8451, 'var1': 293, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8352, 'var1': 156, 'var2': 862, 'var3': 51}], 'style': 8300}]}",5155,958,10614,fcdKceCgtHrE6WuewxBFBQr8WesWme4NEaYOGyj7Xl2dO7vI01xmFZtL6EZ_TfShzNDGHxs7uKjF4w,90,62,77,106,6,4,8,21,146,Better Team Winz,200,26,1646,80371,29187,3182,27783,2142,0,69,301,0,0,568,0,2,4,False,False,53,False,1,False,2,27.4,1627144796000,50088,0.9,40.0,0.4,619.2,0.2,2745.1,1030.3,605.8,1828.0,188.1,35.0,387.4,3.3,2.3,2.8,3.9,2933.2,1065.2,116.1,1014.0,78.2,0.0,2.5,11.0
6,25,0,18,Lissandra,2,0,0,0,16504,16,False,False,False,False,False,15301,14450,0,0,3,3157,3020,3089,4637,1026,2052,1,5,2,2,182,81686,25493,22891,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 1915, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 1690, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1772, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 465, 'var3': 0}, {'perk': 8210, 'var1': 20, 'var2': 0, 'var3': 0}], 'style': 8200}]}",2855,788,15719,bUYT7UVcbU4TrjPxb2z6WQaV5Zuqlw1ZtBWFHezTOj0QJDSWNbD1IMZNIHtanbIBSisXe5ZJrWIilA,58,27,58,26,22,32,5,4,42,Scripted Clown,200,46,1646,85492,27181,0,38764,6559,0,47,439,950,900,153,0,0,4,False,False,53,False,1,False,2,27.4,1627144796000,58311,0.9,0.0,0.6,558.4,0.2,2981.2,930.4,835.4,2128.1,104.2,28.8,573.7,2.1,1.0,2.1,0.9,3120.1,992.0,0.0,1414.7,239.4,0.0,1.7,16.0
7,20,0,18,Nidalee,7,1596,1596,1596,20985,9,False,False,False,False,False,20808,17800,0,1,3,3157,3102,6655,3020,4628,0,5,23,6,2,423,137929,59957,25546,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 3258, 'var2': 33, 'var3': 0}, {'perk': 8143, 'var1': 934, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 5223, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 7161, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 1826, 'var2': 0, 'var3': 0}], 'style': 8000}]}",8296,441,13021,hSWg55OsJ8IaXM4AbpcW1LwSCygWT9Um0JrSVn-GYNnqzrczzoIPPRVdDiJUasARBgmGQpRLOcUZEg,200,182,108,158,8,7,5,4,330,Broken Pieces,200,0,1646,146529,60701,0,38765,22459,5432,85,277,303,303,197,0,2,4,False,False,53,False,1,False,2,27.4,1627144796000,84232,0.7,58.2,0.3,759.4,0.8,5033.9,2188.2,932.3,3074.2,302.8,16.1,475.2,7.3,6.6,3.9,5.8,5347.8,2215.4,0.0,1414.8,819.7,198.2,3.1,10.1
8,23,0,18,Senna,2,1597,1597,1597,11383,12,False,False,False,False,False,17793,15950,1,1,3,3053,3094,6676,6672,3006,2052,3,11,4,3,387,3249,566,24715,0,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 48, 'var2': 0, 'var3': 0}, {'perk': 8313, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8451, 'var1': 316, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1402, 'var2': 0, 'var3': 0}], 'style': 8400}]}",77808,17393,11499,wVF5jVpxqXx-Hofy9oUx1yK2DzGyEE6ZEGUSaYljpu6pkhNksAeTnD6fdUSbJ4lXYGpDQXFWTZTXvQ,63,41,31,6,5,13,7,4,275,Prêse,200,37,1646,89451,20235,1223,36736,10906,3521,66,339,8393,2275,521,2,2,4,False,False,53,False,1,False,2,27.4,1627144796000,67619,0.8,58.3,0.4,649.4,0.4,118.6,20.7,902.0,2467.8,2839.7,634.8,419.7,2.3,1.5,1.1,0.2,3264.6,738.5,44.6,1340.7,398.0,128.5,2.4,12.4
9,36,0,18,Ashe,2,795,795,795,11704,10,False,False,False,False,False,17605,19150,0,1,3,3042,3158,3074,3033,6694,2052,1,8,5,3,270,23085,15440,21651,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 4455, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1434, 'var3': 0}, {'perk': 8233, 'var1': 12, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 1047, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8126, 'var1': 1178, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}]}",125048,29461,12092,b-ZB0YAYbD--BWXJhb08J08tkUyQIML6fRutCAtBP2vZZksMVgEQIUKfVugyJopOpMla45Jyf87Nag,6,221,27,28,9,7,7,4,339,StoryAim,200,75,1646,169756,45823,0,34168,8309,701,71,275,21621,921,425,0,2,4,False,False,53,False,1,False,2,27.4,1627144796000,123138,1.3,29.0,0.4,642.5,0.3,842.5,563.5,790.2,4494.1,4563.8,1075.2,441.3,0.2,8.1,1.0,1.0,6195.5,1672.4,0.0,1247.0,303.2,25.6,2.6,10.0
