,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,timeStarted,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,6,0,14,Rengar,0,0,0,0,13144,11,False,True,False,False,False,10665,10550,0,0,1,3053,0,3158,6676,0,2052,2,12,3,2,95,3506,1268,10913,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 1038, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 953, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1404, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 324, 'var2': 180, 'var3': 0}, {'perk': 9103, 'var1': 10, 'var2': 0, 'var3': 0}], 'style': 8000}]}",26355,14708,12061,Ily0NxPlonRG4FlZlQ6JMWGXbROBgzha2epIjwTmWCcBIWVRIcq25JNaO_7ucx74ge2j1qwTRWD5og,40,25,29,4,18,32,4,4,400,GEG LoRDeMoRT,100,5,818,30525,16520,0,23738,5274,0,17,220,663,543,763,0,0,4,False,True,26,False,0,False,0,13.6,1628082171000,14005,0.4,0.0,0.8,784.2,0.9,257.8,93.2,802.4,1029.8,1937.9,1081.5,886.8,2.9,1.8,2.1,0.3,2244.5,1214.7,0.0,1745.4,387.8,0.0,1.2,16.2
1,6,0,13,Zed,0,0,0,0,8435,12,True,False,False,False,False,9052,8950,0,0,1,3158,6676,3035,0,0,0,1,7,2,1,98,1077,401,8558,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 926, 'var2': 0, 'var3': 0}, {'perk': 8143, 'var1': 286, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8210, 'var1': 2, 'var2': 0, 'var3': 0}, {'perk': 8275, 'var1': 29, 'var2': 0, 'var3': 0}], 'style': 8200}]}",28078,13396,7239,HyP7CMn3UHBmp-htxbrBmMc8fxzaoPNjSRktKgiGTzAgwQGNRWcbsKomy8FfZtuimt0ItXIVmxygEg,41,48,35,9,4,4,25,32,340,Bucket enjoyer,100,5,818,30125,14548,0,16105,150,0,22,254,970,750,308,0,0,4,False,True,26,False,0,False,0,13.6,1628082171000,15577,0.4,0.0,0.9,665.6,0.5,79.2,29.5,629.3,1145.4,2064.6,985.0,532.3,3.0,3.5,2.6,0.7,2215.1,1069.7,0.0,1184.2,11.0,0.0,1.6,18.7
2,16,0,13,Singed,0,0,0,0,12623,12,True,False,False,False,False,7580,7300,0,0,1,3111,4637,0,0,0,0,0,1,0,1,73,28578,11140,7712,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8230, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8275, 'var1': 10, 'var2': 0, 'var3': 0}, {'perk': 8234, 'var1': 4787, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 309, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 185, 'var2': 0, 'var3': 0}, {'perk': 8446, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8400}]}",110,110,8031,UqR5e3udSjbfUzy4ujfhbzYpCivj5TLBH3m73xli2apewVpew8NUhDP14CTljl8_Tm5iYLc2gOjwUQ,40,23,15,6,4,4,6,21,154,mikronezja,100,30,818,28689,11251,0,16308,458,0,13,242,0,0,564,0,0,4,False,True,26,False,0,False,0,13.6,1628082171000,17438,1.2,0.0,0.9,557.4,0.1,2101.3,819.1,567.1,1282.2,8.1,8.1,590.5,2.9,1.7,1.1,0.4,2109.5,827.3,0.0,1199.1,33.7,0.0,1.0,17.8
3,9,0,13,Yasuo,2,0,0,0,12111,10,True,False,False,False,False,7855,7375,0,0,1,1037,3006,1018,1038,0,2052,0,2,0,1,174,949,360,6717,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 0, 'var2': 50, 'var3': 0}, {'perk': 9101, 'var1': 855, 'var2': 634, 'var3': 0}, {'perk': 9105, 'var1': 10, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 209, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 551, 'var2': 4, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}], 'style': 8100}]}",27311,6020,6330,2B_WuDsnfGWaiKxIPQAWfCVQ6RQW-SfyUR2Pwsnil3_CyC7MtsqhXHPOioq4e_urz2Bm-klUthln1A,71,13,14,3,1,1,3,4,126,Lectric,100,11,818,28261,6380,0,13497,541,0,30,214,0,0,450,0,0,4,False,True,26,False,0,False,0,13.6,1628082171000,21881,0.7,0.0,0.7,577.6,0.1,69.8,26.5,493.9,1608.9,2008.2,442.6,465.4,5.2,1.0,1.0,0.2,2078.0,469.1,0.0,992.4,39.8,0.0,2.2,15.7
4,8,0,13,MasterYi,0,0,0,0,8853,13,False,False,False,False,False,8528,8325,0,0,1,2031,0,6676,6691,3006,2052,0,4,0,1,79,0,0,10071,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 27, 'var2': 81, 'var3': 0}, {'perk': 8143, 'var1': 323, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 546, 'var2': 4, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 233, 'var2': 120, 'var3': 0}, {'perk': 9104, 'var1': 9, 'var2': 40, 'var3': 0}], 'style': 8000}]}",19827,10758,7457,5A0Osl4kvAnZ3BaggEFblXfQ0zCdxH3phwF0N7ER4kMfdTK3xJO-d808v8P7yoK1vP0KXloIePNlYA,17,5,12,5,2,4,5,32,339,Mun,100,0,818,22380,13268,0,17789,874,0,24,258,2552,2510,261,0,0,4,False,True,26,False,0,False,0,13.6,1628082171000,9112,0.6,0.0,1.0,627.1,0.3,0.0,0.0,740.5,670.0,1457.9,791.0,548.3,1.2,0.4,0.9,0.4,1645.6,975.6,0.0,1308.0,64.3,0.0,1.8,19.0
5,26,0,14,Katarina,12,1371,1371,1371,10349,7,False,False,True,False,False,10802,10135,0,0,0,2003,3135,3077,1053,3020,0,2,11,4,2,125,29134,18393,2971,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 1141, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 836, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1030, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 1230, 'var2': 370, 'var3': 0}, {'perk': 8017, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1766,643,13928,vuTAkCeyTDOHyHnQgfPsOEjHAddXUmgPxOeoQsWaDzxDgvMFVAAgtycV-uYFr1NbCYok6hMSYs9ngQ,44,35,0,8,2,4,6,21,247,king of waRRioR,200,0,818,30901,19037,0,18047,3014,0,16,158,0,0,1147,1,2,0,True,False,58,True,1,True,4,13.6,1628082171000,10493,1.9,100.8,0.5,794.3,0.8,2142.2,1352.4,218.5,771.5,129.9,47.3,1024.1,3.2,2.6,0.0,0.6,2272.1,1399.8,0.0,1327.0,221.6,0.0,1.2,11.6
6,26,3,15,Swain,2,1237,1237,1237,7523,5,False,False,True,False,False,11821,9750,0,1,0,3157,6653,4637,0,0,2052,4,15,4,2,135,43627,15465,3192,1,1,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1483, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 542, 'var3': 0}, {'perk': 8210, 'var1': 29, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 510, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8313, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",1995,968,12120,AwCivLCaHQkWJE5WEncQtPTlU7MUhi2DL0Rxg3AdXsOENdKWzepIdxLeSsJ22OWEqD6Yl4MQS4yNPQ,50,33,46,7,11,32,3,4,477,xFerret,200,38,818,46118,16928,0,15845,6320,0,41,106,495,495,532,1,3,0,True,False,58,True,1,True,4,13.6,1628082171000,27953,1.9,91.0,0.4,869.2,1.1,3207.9,1137.1,234.7,2055.4,146.7,71.2,891.2,3.7,2.4,3.4,0.5,3391.0,1244.7,0.0,1165.1,464.7,0.0,3.0,7.8
7,37,1,15,Nautilus,0,864,864,864,25691,5,False,False,False,False,False,9310,8100,0,1,0,3047,2031,3068,3075,0,0,0,3,0,1,179,12772,5095,3665,0,1,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 836, 'var2': 669, 'var3': 0}, {'perk': 8401, 'var1': 445, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 41, 'var2': 20, 'var3': 13}, {'perk': 8451, 'var1': 197, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8306, 'var1': 4, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",5475,3193,11858,tQDcvbVgyrzTsuGzxqnmUI8nU01OcANTDAGOBSv5Bvgma6fFPiXd4Q4iPQtkPL8OHl3FhCxlPKJO_w,34,23,24,7,9,4,14,32,212,Georgesid01,200,54,818,18728,8769,0,16114,1561,0,5,104,480,480,590,1,3,0,True,False,58,True,1,True,4,13.6,1628082171000,9095,2.7,63.5,0.4,684.6,0.2,939.1,374.6,269.5,668.8,402.6,234.8,871.9,2.5,1.7,1.8,0.5,1377.1,644.8,0.0,1184.9,114.8,0.0,0.4,7.6
8,24,13,16,Jayce,0,3459,3459,3459,6699,3,False,False,True,False,False,13669,7900,1,1,0,6692,3158,3042,1036,1036,2052,3,26,13,4,200,6256,4634,2884,0,1,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2991, 'var2': 39, 'var3': 0}, {'perk': 8143, 'var1': 662, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2118, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 1082, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 964, 'var2': 500, 'var3': 0}], 'style': 8000}]}",42986,24244,7283,uTWSzmOcgTaK1mHQYFZ25LVzmCdfML6RJ4fuh8PgscZ-iXk8sGu7KMHUJwyuxfwDEzy8ten_k4xt_Q,69,35,55,71,20,32,3,4,317,Cosmic Blade,200,10,818,50223,29609,0,10475,5160,0,27,56,980,730,306,1,4,0,True,False,58,True,1,True,4,13.6,1628082171000,17155,1.8,254.3,0.2,1005.1,1.9,460.0,340.7,212.1,1261.4,3160.7,1782.6,535.5,5.1,2.6,4.0,5.2,3692.9,2177.1,0.0,770.2,379.4,0.0,2.0,4.1
9,26,0,14,Caitlyn,2,511,511,511,3298,6,False,False,False,False,False,9895,9200,0,0,0,1001,6672,1053,1018,1038,2052,1,3,2,2,223,383,383,458,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 823, 'var2': 503, 'var3': 319}, {'perk': 9111, 'var1': 455, 'var2': 290, 'var3': 0}, {'perk': 9104, 'var1': 5, 'var2': 10, 'var3': 0}, {'perk': 8017, 'var1': 108, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8126, 'var1': 300, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}], 'style': 8100}]}",38940,9327,9311,38Pmz2YDTVOEqM_x44OuyV-Ru2w_lyaXOugEeaK__70UIIa23j8tzKaGAyGgR79W_nQia5R-JOnkHQ,11,25,20,5,3,4,3,7,53,tanagobg,200,16,818,40940,10354,0,10995,1863,172,55,148,1616,642,1225,0,0,0,True,False,58,True,1,True,4,13.6,1628082171000,30075,1.9,37.6,0.4,727.6,0.2,28.2,28.2,33.7,2211.4,2863.2,685.8,684.6,0.8,1.8,1.5,0.4,3010.3,761.3,0.0,808.5,137.0,12.6,4.0,10.9
