,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,19,1,18,Syndra,3,1021,1021,1021,8173,10,False,False,False,True,False,14483,12750,0,0,0,3020,3040,3089,3108,3067,0,2,10,3,2,203,94407,29429,10843,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1686, 'var2': 23, 'var3': 0}, {'perk': 8126, 'var1': 438, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 5036, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 740, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1609,133,7420,ut4DaGqkwROz6AkZLrBG6HqAoI9QclHA66-2DCBQXXJ76HNxD68lDLP059xzjCYCJvrQw5A4c8YIIw,130,70,39,9,2,4,8,32,326,kürwio,100,32,1277,96935,30299,0,18469,1039,0,72,276,918,737,205,2,2,1,True,True,60,True,2,True,4,21.3,65615,0.9,47.9,0.5,680.0,0.5,4432.3,1381.6,509.1,3080.5,75.5,6.2,348.4,6.1,3.3,1.8,0.4,4550.9,1422.5,0.0,867.1,48.8,0.0,3.4,13.0
1,26,1,18,Xerath,2,617,617,617,9572,10,True,False,False,False,False,14227,12650,0,1,0,3020,3089,3165,3108,1058,0,2,10,5,2,210,77188,22898,8436,1,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1674, 'var2': 23, 'var3': 0}, {'perk': 8139, 'var1': 1379, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 545, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 3674, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1072,366,10544,XaVXl3DaD7Yv4Veqsak4T1NZXV9Bu0WeXUV_2MW5ZVumKop7Ir5v4POJ3dr5e6qzOaAuSdfN9_YLWw,90,47,38,43,5,4,3,13,142,A Pharmacist,100,22,1277,78261,23264,0,19230,1748,0,43,280,0,0,249,0,1,1,True,True,60,True,2,True,4,21.3,54380,1.2,29.0,0.5,667.9,0.5,3623.8,1075.0,396.1,2553.1,50.3,17.2,495.0,4.2,2.2,1.8,2.0,3674.2,1092.2,0.0,902.8,82.1,0.0,2.0,13.1
2,24,3,18,Varus,0,5311,5311,5311,17135,7,True,False,True,False,False,17667,15700,1,2,0,6691,3142,3814,3111,6609,2052,5,22,7,4,214,6517,4505,13721,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2789, 'var2': 36, 'var3': 0}, {'perk': 8139, 'var1': 2328, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3676, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 6442, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 1589, 'var2': 0, 'var3': 0}], 'style': 8000}]}",99962,43444,9838,oE0ziwprOPWTIcBgYYyL3TpfwABFuPWvbLWTKfLXpdAltBE6YlDesT7lCdwVdfKzIOpLQe7xas3Vzw,98,115,45,10,8,7,3,4,246,Mafla Jinx,100,29,1277,107960,47950,0,24272,9971,800,68,196,1480,0,712,2,4,1,True,True,60,True,2,True,4,21.3,54699,1.1,249.3,0.3,829.4,1.0,306.0,211.5,644.2,2568.0,4693.1,2039.6,461.9,4.6,5.4,2.1,0.5,5068.5,2251.2,0.0,1139.5,468.1,37.6,3.2,9.2
3,19,0,18,Warwick,0,1384,1384,1384,84234,11,True,False,False,False,False,15202,14275,0,1,0,6035,6630,6333,3111,1037,2052,5,16,3,2,152,24464,14473,16937,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 2270, 'var2': 1518, 'var3': 751}, {'perk': 9111, 'var1': 1350, 'var2': 350, 'var3': 0}, {'perk': 9103, 'var1': 8, 'var2': 50, 'var3': 0}, {'perk': 8299, 'var1': 1085, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8451, 'var1': 311, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 62, 'var2': 17, 'var3': 17}], 'style': 8400}]}",30611,11685,27270,BSjg-3U3qKY6oOAwLKuyGS3XnW1384fXljRlO7dRLhlvozqUmPvd69Z9pOpW0ckyLf-53W3ApofsKw,53,4,41,12,8,6,22,32,223,call me Rose,100,26,1277,56146,27228,0,53296,22695,0,43,304,1070,1070,9088,0,3,1,True,True,60,True,2,True,4,21.3,27534,0.9,65.0,0.5,713.7,0.8,1148.5,679.5,795.2,1292.7,1437.1,548.6,1280.3,2.5,0.2,1.9,0.6,2636.0,1278.3,0.0,2502.2,1065.5,0.0,2.0,14.3
4,51,0,18,Janna,1,1589,1589,1589,10673,6,False,True,True,False,False,13745,11900,1,2,0,3040,3158,6616,3504,3916,2052,0,2,0,1,220,29976,7847,9666,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 1147, 'var2': 3131, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 562, 'var3': 0}, {'perk': 8210, 'var1': 31, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 8384, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8000}]}",2159,538,6113,QRbY_hnCIUAyNJhdpbW6Y9bWIPPygitoWrqTQxIyFPBseNpWl0mTrgzGEh4IJq_Up5EsuxbEMrBvqA,150,26,113,8,4,4,6,3,434,Highly Religious,100,54,1277,32136,8386,16101,16374,7812,2435,18,172,0,0,593,0,3,1,True,True,60,True,2,True,4,21.3,22161,2.4,74.6,0.3,645.3,0.1,1407.3,368.4,453.8,1040.4,101.4,25.3,287.0,7.0,1.2,5.3,0.4,1508.7,393.7,755.9,768.7,366.8,114.3,0.8,8.1
5,14,0,18,Sejuani,10,104,104,104,28745,15,False,False,False,False,False,12958,12850,0,0,2,4629,3158,3102,3108,4636,2052,3,11,2,2,149,26486,14358,19443,0,0,"{'statPerks': {'defense': 5003, 'flex': 5002, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 1534, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 1239, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",30773,10496,13073,eBrLhcwzw4VqXxq3CF8qHiQ_5Xz4QC2iWAqkHCUjrX2YDzeVlZ4rSZBtpbFQi1uVJagbc3uvGvhYsg,28,55,4,16,5,21,5,4,371,gigasiur27,200,30,1277,57365,24960,0,32731,1767,0,30,352,105,105,214,0,0,4,False,False,44,False,0,False,1,21.3,32301,0.7,4.9,0.7,608.4,0.5,1243.5,674.1,912.8,1516.5,1444.7,492.8,613.8,1.3,2.6,0.2,0.8,2693.2,1171.8,0.0,1536.7,83.0,0.0,1.4,16.5
6,11,0,18,Vayne,2,3050,3050,3050,32992,14,False,False,False,False,False,16553,16500,0,0,2,6673,3124,3091,3153,3111,0,5,14,4,4,133,10334,2553,18489,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 2339, 'var2': 962, 'var3': 1377}, {'perk': 9111, 'var1': 604, 'var2': 250, 'var3': 0}, {'perk': 9104, 'var1': 8, 'var2': 10, 'var3': 0}, {'perk': 8014, 'var1': 798, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1264, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 4457, 'var2': 5, 'var3': 0}], 'style': 8100}]}",64024,18465,17424,LVysnYGisgMSHwMusY-BEaQS-bgEwtbfY8s8AKTt1G4L_UiOsOyPtfs4dT5pZZDiqS_oGdMcYRfubQ,114,0,16,11,5,4,9,21,540,Cringe Anime Boy,200,8,1277,86370,28138,0,36432,6497,0,75,364,12011,7119,519,0,1,4,False,False,44,False,0,False,1,21.3,55182,0.5,143.2,0.7,777.1,0.7,485.2,119.9,868.0,2590.7,3005.8,866.9,818.0,5.4,0.0,0.8,0.5,4054.9,1321.0,0.0,1710.4,305.0,0.0,3.5,17.1
7,23,0,18,Zilean,7,732,732,732,10745,10,False,False,False,False,False,13245,14300,0,0,2,3047,4629,3165,3102,0,0,1,5,2,1,185,40360,11291,12255,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 649, 'var2': 13, 'var3': 0}, {'perk': 8126, 'var1': 475, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 1036, 'var3': 0}, {'perk': 8210, 'var1': 23, 'var2': 0, 'var3': 0}], 'style': 8200}]}",1659,351,9873,PcCefl7fcvYn-ZWdM1phRUVZXMExWuZfZ8QJ92oeoQLuerm3Uc4iZ-TnCXiRGXy2mblUAWDoJIykVg,126,62,78,9,2,13,1,4,273,Witch of Bloom,200,9,1277,42386,12009,0,22368,7057,2732,26,272,365,365,238,0,1,4,False,False,44,False,0,False,1,21.3,29645,1.1,34.4,0.5,621.8,0.2,1894.8,530.1,575.4,1391.8,77.9,16.5,463.5,5.9,2.9,3.7,0.4,1990.0,563.8,0.0,1050.1,331.3,128.3,1.2,12.8
8,12,0,18,Ezreal,0,1424,1424,1424,11001,9,False,False,False,False,False,13902,13650,0,0,2,6632,3158,6694,3074,0,2052,3,10,3,2,165,18849,10212,14447,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 234, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 4408, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 13, 'var2': 40, 'var3': 0}, {'perk': 8014, 'var1': 804, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 260, 'var3': 0}, {'perk': 8210, 'var1': 13, 'var2': 0, 'var3': 0}], 'style': 8200}]}",58182,20228,13516,CBEG-1iTqPl3CZ51ENvRWlBPYnhnwHBY9aGaeMAhPBChlm_illRaziRgOFSgfRnJ3zfh1pNAKfoAkw,181,30,28,12,5,4,7,7,283,Kaem3,200,2,1277,78079,31488,0,28313,6662,643,42,244,1046,1046,349,1,1,4,False,False,44,False,0,False,1,21.3,45167,0.6,66.9,0.4,652.7,0.5,884.9,479.4,678.3,2120.5,2731.5,949.7,634.6,8.5,1.4,1.3,0.6,3665.7,1478.3,0.0,1329.2,312.8,30.2,2.0,11.5
9,16,0,18,Malzahar,0,167,167,167,15083,12,False,False,False,False,False,13007,14415,0,0,2,0,3165,6653,4637,4629,2052,0,4,0,1,213,73749,21190,14518,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1177, 'var2': 22, 'var3': 0}, {'perk': 8126, 'var1': 732, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 404, 'var3': 0}, {'perk': 8210, 'var1': 6, 'var2': 0, 'var3': 0}], 'style': 8200}]}",2138,407,11374,t9i540_rksiLxPZWbLfRl63Wk4olzDcrL2bdFGmGGVs9SlatmYUuwBRW5yEHaL44OLMIFSBNKwW2gQ,63,57,72,17,3,4,13,32,438,Doplix,200,50,1277,77160,22870,0,26377,195,0,82,336,1272,1272,485,0,0,4,False,False,44,False,0,False,1,21.3,54123,0.8,7.8,0.6,610.7,0.2,3462.4,994.8,681.6,2541.0,100.4,19.1,534.0,3.0,2.7,3.4,0.8,3622.5,1073.7,0.0,1238.4,9.2,0.0,3.8,15.8
