,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,26,2,18,Tryndamere,4,2298,2298,2298,41494,16,False,False,False,False,True,18390,16700,1,1,0,3006,3046,6671,3031,3074,2052,5,18,3,3,129,2229,2071,13122,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 51, 'var2': 68, 'var3': 0}, {'perk': 8143, 'var1': 855, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 3, 'var2': 3, 'var3': 0}, {'perk': 8321, 'var1': 4, 'var2': 0, 'var3': 0}], 'style': 8300}]}",92413,27558,23414,euI9Ib8AbOg5HqQfNAZ7iZs8e2oJzwS03NOP1Dd5xKaaaor1Gd_wgasI81Jxar_SQUNDjoc79rHFQw,27,28,51,9,5,4,34,32,122,RenamXF,100,13,1520,96383,30860,0,39018,5479,0,64,472,1740,1230,2481,2,3,2,True,False,76,True,2,False,4,25.3,63225,1.0,90.8,0.6,726.9,0.7,88.1,81.9,518.7,2499.0,3652.7,1089.2,925.5,1.1,1.1,2.0,0.4,3809.6,1219.8,0.0,1542.2,216.6,0.0,2.5,18.7
1,39,2,18,Sivir,10,896,896,896,8996,14,False,False,False,False,True,19995,17800,0,1,0,6694,6676,3042,3074,3158,0,5,20,4,3,141,0,0,18119,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 3034, 'var2': 37, 'var3': 0}, {'perk': 8139, 'var1': 1908, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2640, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 6760, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 1217, 'var2': 0, 'var3': 0}], 'style': 8000}]}",150981,47089,12238,hoh7JeTjsXPOe8YDR-t0ZknehXv9UQfeKzPz73lVGqJK5l9ydu6ujKdO_o1Aufn86ybJdDC-VYNobw,108,80,27,13,9,7,6,4,366,john papanik,100,10,1520,151647,47756,0,32265,7662,847,120,416,666,666,1908,1,2,2,True,False,76,True,2,False,4,25.3,102995,1.5,35.4,0.6,790.3,0.8,0.0,0.0,716.2,4070.9,5967.6,1861.2,483.7,4.3,3.2,1.1,0.5,5994.0,1887.6,0.0,1275.3,302.8,33.5,4.7,16.4
2,41,0,18,Malzahar,2,1942,1942,1942,12623,13,False,False,False,False,True,17576,16450,0,1,0,3020,3089,3135,3116,3157,2052,2,10,2,2,168,84461,43214,20660,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 4495, 'var2': 39, 'var3': 0}, {'perk': 8139, 'var1': 2649, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2262, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8233, 'var1': 13, 'var2': 50, 'var3': 0}, {'perk': 8236, 'var1': 80, 'var2': 0, 'var3': 0}], 'style': 8200}]}",3227,1082,5974,LvlPYEIA1NU3rfni6YrHWBqXW3lqgdP_6aI7Yjiy4AyBOpXkDQri_dLLhAhTeZpxq4RsNebyWU_FlA,73,29,77,16,1,4,9,32,124,Behind Me,100,77,1520,88434,45041,0,27714,4713,0,75,362,745,745,1080,0,2,2,True,False,76,True,2,False,4,25.3,41451,1.6,76.8,0.5,694.7,0.4,3338.4,1708.1,816.6,1638.4,127.5,42.8,236.1,2.9,1.1,3.0,0.6,3495.4,1780.3,0.0,1095.4,186.3,0.0,3.0,14.3
3,30,0,18,Samira,5,76,76,76,29156,16,False,False,False,False,True,18123,17000,1,1,0,3111,3072,6676,3033,3065,2052,4,18,3,3,152,9838,4965,16522,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 298, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 722, 'var2': 480, 'var3': 0}, {'perk': 9105, 'var1': 5, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 1175, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1255, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1539, 'var2': 5, 'var3': 0}], 'style': 8100}]}",55915,22836,18230,dAQzLUiDj_TAojq60cke1M4hXOVPn5gdPi5tHpZ-0yAdgEF8FOU8L49OCShhD9mUiPNTF5ZRkylzdw,100,23,32,10,13,32,6,4,174,PaksAks,100,0,1520,66679,28332,0,36679,3338,0,50,422,925,530,1926,0,0,2,True,False,76,True,2,False,4,25.3,38271,1.2,3.0,0.6,716.3,0.7,388.9,196.2,653.0,1512.7,2210.1,902.6,720.6,4.0,0.9,1.3,0.4,2635.5,1119.8,0.0,1449.8,131.9,0.0,2.0,16.7
4,30,1,18,DrMundo,0,790,790,790,80436,14,False,False,False,False,True,16365,15400,0,0,0,8001,3065,3083,3075,3111,0,3,10,2,1,135,36861,18981,34812,0,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 1736, 'var2': 1491, 'var3': 0}, {'perk': 8463, 'var1': 701, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 68, 'var2': 19, 'var3': 17}, {'perk': 8451, 'var1': 346, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1703, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}]}",13138,8104,37670,cMJQ0C2v7Z3fjukWXJnpbML83eJoSKzMvC77BfchvbljEfNkxWW-FxEozzr90MWZH7BP9pkgkAVX5A,129,44,47,16,38,32,6,4,123,Arekk99,100,19,1520,51834,28751,0,77441,16379,160,26,404,1835,1665,4958,0,0,2,True,False,76,True,2,False,4,25.3,22293,1.2,31.2,0.6,646.8,0.4,1457.0,750.2,1376.0,881.1,519.3,320.3,1488.9,5.1,1.7,1.9,0.6,2048.8,1136.4,0.0,3060.9,647.4,6.3,1.0,16.0
5,37,0,18,Senna,6,534,534,534,14394,13,True,False,False,False,True,20829,18300,0,0,2,3006,3124,6676,3033,3036,2052,6,20,5,3,167,0,0,11037,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 72, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 3, 'var2': 3, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8410, 'var1': 102, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 5437, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 3, 'var2': 50, 'var3': 0}], 'style': 8000}]}",123928,44348,20095,vwcwaZR83HvHZtZ5sw6BuM3a8Rlvp911hqOA4Mbpr41syt3tX00oPVZ8M7ifHl0h2B5PxtmB-5cbiw,66,44,15,8,10,32,6,4,219,Mundur,200,45,1520,138620,51069,1024,31579,11851,5732,111,368,14691,6721,447,0,1,4,False,True,73,False,0,True,2,25.3,87017,1.5,21.1,0.5,823.3,0.8,0.0,0.0,436.2,3439.4,4898.3,1752.9,794.3,2.6,1.7,0.6,0.3,5479.1,2018.5,40.5,1248.2,468.4,226.6,4.4,14.5
6,38,0,18,Singed,2,213,213,213,49593,19,True,False,False,False,True,15655,14250,0,0,2,3047,4637,3742,3075,3211,2052,0,4,0,1,105,110716,27227,15519,0,0,"{'statPerks': {'defense': 5003, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1209, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 135, 'var3': 0}, {'perk': 8233, 'var1': 8, 'var2': 50, 'var3': 0}, {'perk': 8236, 'var1': 80, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 9105, 'var1': 6, 'var2': 20, 'var3': 0}, {'perk': 8009, 'var1': 4561, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1003,457,26347,Cmj1NV1yMt8HSgvzmo-cXAVm0do7FkpIC3j7LojjXpldy4TE0ZQsmSOJjnkoUdTvdyrTdDUv4G6bdg,79,21,35,11,37,32,10,6,377,THC BicBoziji,200,23,1520,113924,29259,0,43158,1002,0,96,488,2204,1574,1291,0,0,4,False,True,73,False,0,True,2,25.3,84452,1.5,8.4,0.8,618.8,0.2,4376.1,1076.2,613.4,3338.0,39.6,18.1,1041.4,3.1,0.8,1.4,0.4,4502.9,1156.5,0.0,1705.8,39.6,0.0,3.8,19.3
7,27,0,18,Caitlyn,0,3751,3751,3751,22880,14,True,False,False,True,True,18257,15800,0,0,2,3006,3142,3814,6609,6676,2052,6,19,4,2,141,901,797,9064,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2679, 'var2': 34, 'var3': 0}, {'perk': 8139, 'var1': 1759, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3991, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 3376, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 1163, 'var2': 0, 'var3': 0}], 'style': 8000}]}",124794,39483,31343,oE0ziwprOPWTIcBgYYyL3TpfwABFuPWvbLWTKfLXpdAltBE6YlDesT7lCdwVdfKzIOpLQe7xas3Vzw,76,41,22,9,8,7,6,4,241,Mafla Jinx,200,20,1520,126104,40689,0,41387,14088,885,61,368,408,408,979,2,2,4,False,True,73,False,0,True,2,25.3,81664,1.1,148.3,0.6,721.6,0.8,35.6,31.5,358.3,3227.8,4932.6,1560.6,1238.9,3.0,1.6,0.9,0.4,4984.3,1608.3,0.0,1635.8,556.8,35.0,2.4,14.5
8,23,0,18,Leblanc,3,783,783,783,23881,16,False,True,False,False,True,18025,17150,0,0,2,3020,3152,4629,3165,3135,2052,6,21,3,3,142,64109,37497,12182,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 3708, 'var2': 36, 'var3': 0}, {'perk': 8143, 'var1': 961, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8134, 'var1': 18, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 632, 'var3': 0}, {'perk': 8210, 'var1': 19, 'var2': 0, 'var3': 0}], 'style': 8200}]}",8325,1529,23762,BSjg-3U3qKY6oOAwLKuyGS3XnW1384fXljRlO7dRLhlvozqUmPvd69Z9pOpW0ckyLf-53W3ApofsKw,73,90,41,32,4,4,25,32,217,call me Rose,200,7,1520,74287,40879,0,37110,1489,0,33,452,1852,1852,1165,0,0,4,False,True,73,False,0,True,2,25.3,32625,0.9,30.9,0.6,712.5,0.8,2534.0,1482.1,481.5,1289.5,329.1,60.4,939.2,2.9,3.6,1.6,1.3,2936.2,1615.8,0.0,1466.8,58.9,0.0,1.3,17.9
9,42,0,18,FiddleSticks,2,0,0,0,15976,14,True,False,False,False,True,16246,16100,0,0,2,3020,3157,3165,3089,3116,3330,2,9,3,2,210,73539,37715,21428,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2435, 'var2': 35, 'var3': 0}, {'perk': 8126, 'var1': 873, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8275, 'var1': 24, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 694, 'var2': 0, 'var3': 0}], 'style': 8200}]}",1409,292,14800,uhaKIixR879y8v2SGHe7ZeLbtJq90b2BjzuL4aZDtlE5rIdt_rReh31RQkBa7bibbGMPkpOqk8zEaQ,26,50,60,12,7,4,18,32,153,Vulfik,200,47,1520,76747,39806,0,37182,5794,0,33,408,1798,1798,954,0,0,4,False,True,73,False,0,True,2,25.3,36941,1.7,0.0,0.6,642.1,0.4,2906.7,1490.7,847.0,1460.1,55.7,11.5,585.0,1.0,2.0,2.4,0.5,3033.5,1573.4,0.0,1469.6,229.0,0.0,1.3,16.1
