,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,timeStarted,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,30,0,18,Blitzcrank,2,650,650,650,44789,11,False,False,True,False,False,12830,14140,1,1,2,3001,6656,3076,3083,3082,2052,0,5,0,1,129,30173,13042,11376,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 215, 'var2': 0, 'var3': 0}, {'perk': 8446, 'var1': 174, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 62, 'var2': 19, 'var3': 16}, {'perk': 8451, 'var1': 277, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",7697,4457,18884,ySzrrSG1ChDdqHWtxURINwNaSD8U_Jg6GrSSAkqGtgU-XrTdgCM_ZX7ALWzfsun-GrpGtxV6TBezTQ,44,55,55,21,9,3,6,4,265,AiXen,100,73,1268,37871,17499,0,31264,2118,0,24,266,0,0,1002,0,2,4,False,False,60,False,1,True,2,21.1,1632071593000,19722,1.4,30.8,0.5,608.1,0.2,1430.0,618.1,539.1,934.7,364.8,211.2,895.0,2.1,2.6,2.6,1.0,1794.8,829.3,0.0,1481.7,100.4,0.0,1.1,12.6
1,18,0,17,Diana,5,769,769,769,28745,16,False,False,True,False,False,11552,11350,0,0,2,2031,3115,1028,4633,3047,0,0,4,0,1,136,44332,15936,13764,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 379, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 1409, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 6, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 179, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 895, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1250, 'var2': 5, 'var3': 0}], 'style': 8100}]}",6108,1930,22244,xWhEp9rBg6z4BxF-gKIun6y34COQGHf49FGyv-5N22VJ5J5hSIbVRMN1Xt4LfXoy-dM7TtY9NwpKkg,46,32,36,8,5,4,35,32,268,Cayetana,100,12,1268,53414,19203,0,37056,1877,0,30,442,2973,1336,1047,0,1,4,False,False,60,False,1,True,2,21.1,1632071593000,33442,0.9,36.4,0.8,547.5,0.2,2101.0,755.3,652.3,1584.9,289.5,91.5,1054.2,2.2,1.5,1.7,0.4,2531.5,910.1,0.0,1756.2,89.0,0.0,1.4,20.9
2,35,0,18,Nautilus,0,0,0,0,74244,14,False,False,False,False,False,13669,13250,0,1,2,3047,3083,6662,3075,3001,2052,1,9,2,1,139,37438,15036,19345,0,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 2474, 'var2': 2173, 'var3': 0}, {'perk': 8401, 'var1': 1213, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1944, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 328, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 9105, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 4163, 'var2': 0, 'var3': 0}], 'style': 8000}]}",15412,6294,29562,VgLf1GorFmTKljQcMnJETYA-6WQu0q1-k-k7OX3d1pJXHG3kPE4gIxMTHB1Wjx5tYJZ6WzxUGR_CFA,38,36,51,12,4,4,25,32,418,Hobo,100,119,1268,54261,22360,0,50176,2392,0,30,358,1410,1030,1269,0,0,4,False,False,60,False,1,True,2,21.1,1632071593000,31901,1.7,0.0,0.7,647.8,0.4,1774.3,712.6,916.8,1511.9,730.4,298.3,1401.0,1.8,1.7,2.4,0.6,2571.6,1059.7,0.0,2378.0,113.4,0.0,1.4,17.0
3,19,0,18,KogMaw,0,2576,2576,2576,22501,13,False,False,True,False,False,20849,17800,0,1,2,3091,3085,3153,3124,3065,2052,7,29,6,4,126,60943,25938,13404,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 2, 'var2': 50, 'var3': 0}, {'perk': 8009, 'var1': 4621, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 4, 'var2': 10, 'var3': 0}, {'perk': 8014, 'var1': 1798, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1873, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3677, 'var2': 5, 'var3': 0}], 'style': 8100}]}",83386,26209,17730,9lz7bkmqMh5YNaKjQApFB7kd_5gwV1STWquAJJPuamJCDqkRuyQq1cu_c5g7iyw_V_bR_8w0ZD98pA,37,34,21,87,7,7,4,4,398,747S,100,8,1268,155720,57491,0,31861,3392,565,115,308,11390,5343,727,0,2,4,False,False,60,False,1,True,2,21.1,1632071593000,95653,0.9,122.1,0.6,988.1,1.4,2888.3,1229.3,635.3,4533.3,3951.9,1242.1,840.3,1.8,1.6,1.0,4.1,7380.1,2724.7,0.0,1510.0,160.8,26.8,5.5,14.6
4,24,0,18,Rumble,2,1304,1304,1304,30027,15,False,False,False,True,False,14620,14350,0,0,2,3157,3165,4629,3020,4630,2052,3,12,4,3,129,74284,34131,15390,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1752, 'var2': 29, 'var3': 0}, {'perk': 8126, 'var1': 1120, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 847, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1183, 'var2': 360, 'var3': 0}], 'style': 8000}]}",4410,1322,16971,ZFNE0TWEea05qVI-Rni2Zg1QUv6CXAFCNHt-6M0DlC3LXia_W21me0yOpgokk114_WKxT1i6xr0zIA,48,120,69,15,22,32,5,4,202,Vimexoof,100,21,1268,81040,37799,0,32838,2543,0,53,350,2346,2346,476,2,2,4,False,False,60,False,1,True,2,21.1,1632071593000,41937,1.1,61.8,0.7,692.9,0.6,3520.6,1617.6,729.4,1987.5,209.0,62.7,804.3,2.3,5.7,3.3,0.7,3840.8,1791.4,0.0,1556.3,120.5,0.0,2.5,16.6
5,44,0,18,Jayce,0,689,689,689,28644,14,True,False,False,False,False,14458,13400,1,1,1,6692,3158,3156,3071,1033,2052,2,11,2,2,189,9274,6498,15641,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1977, 'var2': 30, 'var3': 0}, {'perk': 8143, 'var1': 815, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2780, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 674, 'var3': 0}, {'perk': 8233, 'var1': 11, 'var2': 0, 'var3': 0}], 'style': 8200}]}",60928,32612,10357,pYnq0Z7KqZHiHcDwzCgCvJEr6ScqTyHfE50f6lIp2COrZQwNmnUfODEWFXq3ijwZNfl1FIK99ijvJg,92,68,73,74,20,32,5,4,427,WildShoe,200,10,1268,71242,39926,0,28116,218,0,37,346,1040,815,2117,2,2,2,True,True,69,True,2,False,4,21.1,1632071593000,30627,2.1,32.7,0.7,685.2,0.5,439.5,308.0,741.3,1451.5,2887.6,1545.6,490.9,4.4,3.2,3.5,3.5,3376.4,1892.2,0.0,1332.5,10.3,0.0,1.8,16.4
6,27,2,18,Kalista,1,4091,4091,4091,30064,9,True,False,False,False,False,19292,17450,0,1,1,6673,3091,3006,3085,3124,2052,6,27,10,2,376,18791,7190,23833,0,1,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 86, 'var2': 95, 'var3': 0}, {'perk': 8143, 'var1': 1392, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 6588, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 3438, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 1951, 'var2': 0, 'var3': 0}], 'style': 8000}]}",99350,41545,12789,nATUEUf9T9n7c14qX7RpQEbZ1fHJ8QNapvyfQiLFPe7LtjA4YF0SHE9km41x41v2mh0OwS6WCxsHRw,84,14,175,5,6,21,6,4,284,cíornuch,200,18,1268,118142,48736,0,39594,1698,0,89,228,0,0,2971,2,3,2,True,True,69,True,2,False,4,21.1,1632071593000,65315,1.3,193.9,0.4,914.3,1.3,890.6,340.8,1129.5,3095.5,4708.5,1969.0,606.1,4.0,0.7,8.3,0.2,5599.1,2309.8,0.0,1876.5,80.5,0.0,4.2,10.8
7,31,2,18,Caitlyn,0,1366,1366,1366,11868,14,False,True,False,False,False,13241,12400,1,1,1,6672,3094,3072,3006,1018,2052,1,7,2,2,139,1653,1116,19622,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 89, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 1900, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 8, 'var2': 10, 'var3': 0}, {'perk': 8014, 'var1': 461, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 1502, 'var2': 5, 'var3': 0}, {'perk': 8139, 'var1': 1017, 'var2': 0, 'var3': 0}], 'style': 8100}]}",46158,17699,6611,PL_BcNkPMz_p8W-LrKcr5R4PrJRaQqN75JEMyr7k0gsCaUNJ__1i7wTeVZdBIsK6vdhFDKOhzJNG4w,50,57,21,7,5,21,5,4,252,gòwno píerdoIone,200,32,1268,49753,20332,0,27513,1083,0,34,360,1941,1515,1279,0,1,2,True,True,69,True,2,False,4,21.1,1632071593000,28055,1.5,64.7,0.7,627.5,0.3,78.3,52.9,930.0,1329.6,2187.6,838.8,313.3,2.4,2.7,1.0,0.3,2358.0,963.6,0.0,1303.9,51.3,0.0,1.6,17.1
8,43,0,18,Alistar,0,630,630,630,88491,12,True,False,False,False,False,13744,12900,0,1,1,3111,3075,3065,3083,0,0,3,9,2,2,140,35349,15607,24450,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 1411, 'var2': 0, 'var3': 0}, {'perk': 8401, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 2541, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 286, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 970, 'var2': 0, 'var3': 0}], 'style': 8100}]}",2831,2107,19232,gVou13EyhMu9JSMXVpbSskxIyxPqtTSjUL3FqU0tIzvA9tya3_Wu-D9GjR_XfWBJhugg0wz7tNS62A,39,33,46,12,3,4,34,32,433,Virgher,200,74,1268,39766,19190,0,45666,14106,6143,15,302,1585,1475,1984,0,3,2,True,True,69,True,2,False,4,21.1,1632071593000,19946,2.0,29.9,0.6,651.4,0.4,1675.3,739.7,1158.8,945.3,134.2,99.9,911.5,1.8,1.6,2.2,0.6,1884.6,909.5,0.0,2164.3,668.5,291.1,0.7,14.3
9,33,1,18,Syndra,3,2751,2751,2751,8409,11,True,False,False,False,False,16894,14750,0,0,1,3020,6655,3089,3135,3916,2052,3,15,4,3,265,108390,42867,20536,1,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 2381, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 1944, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2965, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 1350, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}]}",3895,1263,3795,OBjLUYlTtzbxSZeBWa6fLiR5SMRwNlf2fxx0d3rGcFRaytmtuLHWrw3wQLneBGr2UXyNfpKwmMvIIw,148,110,47,10,6,4,14,32,50,polska region,200,50,1268,113593,44847,0,26035,2350,0,88,336,1306,717,1703,0,3,2,True,True,69,True,2,False,4,21.1,1632071593000,65995,1.6,130.4,0.5,800.7,0.7,5137.0,2031.6,973.3,3127.7,184.6,59.9,179.9,7.0,5.2,2.2,0.5,5383.6,2125.5,0.0,1233.9,111.4,0.0,4.2,15.9
