,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,19,0,18,Kled,0,1850,1850,1850,60556,13,False,False,False,False,False,13925,14550,0,0,3,3065,3111,3053,3075,0,2052,0,7,0,1,184,1262,321,31805,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 789, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1857, 'var2': 260, 'var3': 0}, {'perk': 9104, 'var1': 10, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 1077, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1176, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2071, 'var2': 5, 'var3': 0}], 'style': 8100}]}",61322,23613,19319,XEIHRftdtX-IhDb8bzHGaVtt7JEeTLhzczeVHSO4MrC6U14jZJA0RoeKVL1qPjj4c5hmSouUgGaVXw,59,0,33,7,4,4,31,32,152,J3T,100,4,1345,81453,25293,0,58131,9786,0,38,380,18868,1358,7006,1,2,4,False,False,47,False,0,False,2,22.4,54310,0.8,82.6,0.6,621.7,0.3,56.3,14.3,1419.9,2424.6,2737.6,1054.2,862.5,2.6,0.0,1.5,0.3,3636.3,1129.2,0.0,2595.1,436.9,0.0,1.7,17.0
1,19,0,18,FiddleSticks,1,0,0,0,14830,15,False,False,False,False,False,14874,14300,0,0,3,3020,3157,3165,3089,1058,3330,3,9,3,3,155,77059,21134,23422,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 2247, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 339, 'var3': 0}, {'perk': 8210, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 2397, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 550, 'var2': 0, 'var3': 0}], 'style': 8000}]}",2166,376,11185,oE0ziwprOPWTIcBgYYyL3TpfwABFuPWvbLWTKfLXpdAltBE6YlDesT7lCdwVdfKzIOpLQe7xas3Vzw,19,72,50,7,8,32,4,4,240,Mafla Jinx,100,37,1345,79752,22038,0,37012,6227,0,60,356,527,527,2404,0,0,4,False,False,47,False,0,False,2,22.4,57714,0.8,0.0,0.7,664.0,0.4,3440.1,943.5,1045.6,2576.5,96.7,16.8,499.3,0.8,3.2,2.2,0.3,3560.4,983.8,0.0,1652.3,278.0,0.0,2.7,15.9
2,28,0,18,Vladimir,0,244,244,244,16365,16,False,False,False,False,False,14551,14270,0,0,3,4629,3158,3165,3089,1052,2052,1,8,2,2,188,84452,41772,24196,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1468, 'var2': 21, 'var3': 0}, {'perk': 8126, 'var1': 1139, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8210, 'var1': 29, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}]}",951,501,19876,95H0XYZankVqZW_zQAZrk9FAc6Q4Aq2eXSjm8dsYcunb1P7zwCC2snrlpP63MLlZSk78Ocz5DZNeFQ,162,29,46,10,5,4,8,6,407,Otter Guy,100,12,1345,86477,43347,0,48166,21711,0,41,456,1073,1073,4093,0,1,4,False,False,47,False,0,False,2,22.4,42886,1.2,10.9,0.7,649.6,0.4,3770.2,1864.8,1080.2,1914.6,42.5,22.4,887.3,7.2,1.3,2.1,0.4,3860.6,1935.1,0.0,2150.3,969.2,0.0,1.8,20.4
3,15,0,18,Jhin,2,1977,1977,1977,7272,13,False,False,False,False,False,17033,15650,0,0,3,6676,6671,3031,3094,3134,2052,3,13,3,2,189,11213,3645,18547,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 1893, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 474, 'var2': 280, 'var3': 0}, {'perk': 9105, 'var1': 8, 'var2': 40, 'var3': 0}, {'perk': 8017, 'var1': 1360, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 2247, 'var2': 0, 'var3': 0}], 'style': 8100}]}",113945,23849,7877,AzjHOCxzDMAkKyXj_Vza2G4v3dopdfWIu9HiZWZVDZgAvJhkFnUyn1m0ykUFxU40dRJ0LTWEQDCDkA,49,44,42,45,6,4,5,7,205,BobicaBoba,100,35,1345,125219,27556,0,27698,5762,315,83,336,61,61,1273,0,2,4,False,False,47,False,0,False,2,22.4,95686,0.7,88.3,0.6,760.4,0.6,500.6,162.7,828.0,4271.7,5086.8,1064.7,351.7,2.2,2.0,1.9,2.0,5590.1,1230.2,0.0,1236.5,257.2,14.1,3.7,15.0
4,20,0,18,Darius,0,1473,1473,1473,46719,15,False,False,False,False,False,14880,13900,0,0,3,3111,3053,3742,3065,1033,2052,1,9,2,2,139,0,0,24063,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 812, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1674, 'var2': 290, 'var3': 0}, {'perk': 9103, 'var1': 10, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 1326, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 397, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}]}",63182,27594,20870,YZAolPMIjLmvSzQPZkafCzwK9IlfBFD1tPwop4q31Fr817UjSHrecnO_zTBEdql5N0tfkKswyIhqqA,52,33,25,9,5,4,35,32,123,Rakki,100,28,1345,69695,33816,0,51724,9828,0,38,368,6512,6222,6790,1,2,4,False,False,47,False,0,False,2,22.4,34406,0.9,65.8,0.7,664.3,0.4,0.0,0.0,1074.2,1536.0,2820.6,1231.9,931.7,2.3,1.5,1.1,0.4,3111.4,1509.6,0.0,2309.1,438.8,0.0,1.7,16.4
5,43,1,18,Senna,0,2401,2401,2401,20974,6,True,False,False,True,False,15494,14500,0,0,0,6676,6672,3111,3033,3072,0,2,9,5,3,370,740,740,13398,0,0,"{'statPerks': {'defense': 5002, 'flex': 5003, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 880, 'var2': 671, 'var3': 0}, {'perk': 8446, 'var1': 549, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 64, 'var2': 14, 'var3': 13}, {'perk': 8453, 'var1': 2501, 'var2': 202, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 3540, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 4, 'var2': 50, 'var3': 0}], 'style': 8000}]}",54060,24006,15215,WlOGFu0JWk6_StkVk9oP74GcF4BwHDCvYrxEvryjLfcOvzWliUFp8KV61Bt_D33dwl0TsBnTGX8B0g,52,27,8,5,4,4,5,7,432,Katsuki Bakugø,200,18,1345,59096,27069,572,30647,10212,3918,36,176,4295,2322,2032,1,3,2,True,True,72,True,3,True,4,22.4,29626,1.9,107.2,0.3,691.7,0.4,33.0,33.0,598.1,1322.6,2413.4,1071.7,679.2,2.3,1.2,0.4,0.2,2638.2,1208.4,25.5,1368.2,455.9,174.9,1.6,7.9
6,33,1,18,MissFortune,2,3517,3517,3517,10817,11,True,False,True,False,False,15441,14850,0,1,0,3020,4637,4628,3089,0,0,1,10,5,2,159,49262,28996,11220,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2459, 'var2': 33, 'var3': 0}, {'perk': 8126, 'var1': 1575, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 5236, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 1204, 'var2': 0, 'var3': 0}], 'style': 8000}]}",30686,13290,14255,-mMzVUlTfRsMXz_KH3O_ZvtAIpjup7WCF1HlIEYu9set0ZnxHMuI1y7r1HeK5_-w2f8G-jTOF-cRkg,49,47,61,11,6,4,8,14,49,MinGora,200,17,1345,82783,45120,0,26233,835,0,55,272,2833,2833,757,3,4,2,True,True,72,True,3,True,4,22.4,34146,1.5,157.0,0.5,689.3,0.4,2199.2,1294.5,500.9,1524.4,1369.9,593.3,636.4,2.2,2.1,2.7,0.5,3695.7,2014.3,0.0,1171.1,37.3,0.0,2.5,12.1
7,55,0,18,Soraka,2,90,90,90,13097,9,True,False,True,False,False,13071,12185,0,3,0,3083,3107,3065,3158,1052,2052,0,1,0,1,197,11077,8151,10740,0,1,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 752, 'var2': 1953, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 614, 'var3': 0}, {'perk': 8210, 'var1': 27, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 506, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8453, 'var1': 4229, 'var2': 414, 'var3': 0}, {'perk': 8473, 'var1': 339, 'var2': 0, 'var3': 0}], 'style': 8400}]}",1418,557,12159,UqdVVGULUSVpGTRp9Uyr9Q0NUVihZttICWQufNTz6FVcmwVto3EBqR9flvrtq-vF-Lqes_PGSYnc0Q,78,120,38,12,3,13,5,4,277,URAGANU TZANCA ,200,57,1345,13917,10129,2456,24933,23335,15845,7,240,1421,1421,2033,0,2,2,True,True,72,True,3,True,4,22.4,3698,2.5,4.0,0.4,583.5,0.0,494.5,363.9,479.5,165.1,63.3,24.9,542.8,3.5,5.4,1.7,0.5,621.3,452.2,109.6,1113.1,1041.7,707.4,0.3,10.7
8,22,0,18,Twitch,0,1898,1898,1898,11755,10,False,True,False,False,False,16223,14950,1,1,0,3006,6676,3085,3031,3035,0,3,14,4,2,365,0,0,15731,1,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 815, 'var2': 360, 'var3': 0}, {'perk': 9105, 'var1': 4, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 591, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1892, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3417, 'var2': 5, 'var3': 0}], 'style': 8100}]}",72666,23276,12688,Jv9n_5jRpWdH9Yoj---JazsnZplvgrQUCPI1uTBEHmkIv43PqvesT3I5QLuc4x6BMIcXfx7kaqzrZQ,48,6,36,9,7,4,9,14,175,NoapteaNeagra,200,0,1345,84257,30742,0,30074,6176,0,95,316,11591,7466,1654,0,2,2,True,True,72,True,3,True,4,22.4,51617,1.0,84.7,0.4,724.2,0.6,0.0,0.0,702.3,2304.3,3244.0,1039.1,566.4,2.1,0.3,1.6,0.4,3761.5,1372.4,0.0,1342.6,275.7,0.0,4.2,14.1
9,26,3,18,Katarina,5,635,635,635,34692,11,False,False,True,False,False,20957,18350,2,2,0,3100,3135,3020,3089,3115,2052,9,38,8,4,194,161245,84146,15782,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 4398, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 2345, 'var2': 640, 'var3': 0}, {'perk': 9105, 'var1': 4, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 3362, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 5275, 'var2': 5, 'var3': 0}, {'perk': 8143, 'var1': 3198, 'var2': 0, 'var3': 0}], 'style': 8100}]}",8811,3591,29922,z-GBkD8A00dieFvBkHCdqBx4fHFSctKjray2f5w9q9ObnWOHgbxJmcGJ0Q4eGhgikzneZTEH93DX7Q,83,75,0,18,31,32,6,4,347,Dεath Mark,200,0,1345,181063,95263,0,48470,17352,0,84,328,11006,7525,2765,0,1,2,True,True,72,True,3,True,4,22.4,85165,1.2,28.3,0.5,935.6,1.7,7198.4,3756.5,704.6,3802.0,393.3,160.3,1335.8,3.7,3.3,0.0,0.8,8083.2,4252.8,0.0,2163.8,774.6,0.0,3.8,14.6
