,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,43,2,18,Kayle,0,1955,1955,1955,13254,10,False,False,False,False,True,13983,12700,1,2,0,2420,3006,3115,3089,3191,2052,2,7,2,2,235,46261,19530,14987,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 2105, 'var2': 1199, 'var3': 906}, {'perk': 9111, 'var1': 2084, 'var2': 500, 'var3': 0}, {'perk': 9104, 'var1': 3, 'var2': 50, 'var3': 0}, {'perk': 8017, 'var1': 920, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8429, 'var1': 62, 'var2': 15, 'var3': 11}, {'perk': 8451, 'var1': 237, 'var2': 0, 'var3': 0}], 'style': 8400}]}",14891,5166,13442,jDJyf-h0cXOqSHSpZYGknW0QUMkvW0IpzbubPUmg44toN7BI37_P9JSV409OV82NTYnfe9eaorZ6RA,50,39,49,9,4,4,6,7,268,byku99,100,7,1263,67479,26680,0,33886,10474,2782,37,292,6325,1982,5456,0,2,2,True,False,64,True,2,False,2,21.0,38844,2.0,93.1,0.5,665.9,0.3,2202.9,930.0,713.7,1849.7,709.1,246.0,640.1,2.4,1.9,2.3,0.4,3213.3,1270.5,0.0,1613.6,498.8,132.5,1.8,13.9
1,27,0,18,Zed,0,1394,1394,1394,11523,10,False,False,False,False,True,14064,13210,0,1,0,6695,6694,3814,3158,0,0,4,13,4,3,190,2561,1884,9422,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 1793, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 1758, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8237, 'var1': 698, 'var2': 0, 'var3': 0}, {'perk': 8210, 'var1': 16, 'var2': 0, 'var3': 0}], 'style': 8200}]}",42502,27076,9664,Wd16eUdFTOu9w3nxTJnqGrD4eXcKNusGf_lzM71Xwt9dqvMbICX4YSw8AsX5k-SY-cKqiDr2XE8UPA,75,78,73,20,5,4,20,32,368,Don Sergo,100,12,1263,45893,29791,0,22152,2442,0,24,268,830,830,3065,1,1,2,True,False,64,True,2,False,2,21.0,14708,1.3,66.4,0.5,669.7,0.6,122.0,89.7,448.7,700.4,2023.9,1289.3,460.2,3.6,3.7,3.5,1.0,2185.4,1418.6,0.0,1054.9,116.3,0.0,1.1,12.8
2,26,2,18,Teemo,2,485,485,485,8299,11,False,False,False,False,True,15046,12650,0,1,0,4637,2421,3089,3191,3020,2052,4,13,2,3,232,69264,38191,19705,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2229, 'var2': 31, 'var3': 0}, {'perk': 8139, 'var1': 2537, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3628, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 4885, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 997, 'var2': 0, 'var3': 0}], 'style': 8000}]}",6895,1728,6567,oE0ziwprOPWTIcBgYYyL3TpfwABFuPWvbLWTKfLXpdAltBE6YlDesT7lCdwVdfKzIOpLQe7xas3Vzw,65,52,0,56,8,7,5,4,264,Mafla Jinx,100,68,1263,76159,39920,0,29389,5961,748,28,304,0,0,3116,1,1,2,True,False,64,True,2,False,2,21.0,35754,1.2,23.1,0.5,716.5,0.6,3298.3,1818.6,938.3,1702.6,328.3,82.3,312.7,3.1,2.5,0.0,2.7,3626.6,1901.0,0.0,1399.5,283.9,35.6,1.3,14.5
3,23,2,18,Irelia,0,636,636,636,38624,12,False,False,False,False,True,16252,14733,1,2,0,3111,3091,3053,3074,1031,0,5,17,3,2,156,27320,10966,9023,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 1411, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1337, 'var2': 400, 'var3': 0}, {'perk': 9105, 'var1': 3, 'var2': 50, 'var3': 0}, {'perk': 8299, 'var1': 1927, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1233, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 6379, 'var2': 5, 'var3': 0}], 'style': 8100}]}",79402,25424,26743,GTLHbwZh8iGHNzOAZctBMTNWzRm8G9x3w3kPD3yey6m-wE6-0uZYC-dGUwKvlziJ7i08Onvi9shRCg,132,24,74,9,24,32,5,4,279,Sponsormike,100,16,1263,107797,37245,0,42214,8940,0,101,316,1075,855,6447,0,1,2,True,False,64,True,2,False,2,21.0,69916,1.1,30.3,0.6,773.9,0.8,1301.0,522.2,429.7,3329.3,3781.0,1210.7,1273.5,6.3,1.1,3.5,0.4,5133.2,1773.6,0.0,2010.2,425.7,0.0,4.8,15.0
4,37,0,18,Orianna,0,796,796,796,14196,12,False,False,False,False,True,14470,14250,0,1,0,2420,3089,3020,3040,6653,0,3,14,4,3,292,60130,35452,13264,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2023, 'var2': 26, 'var3': 0}, {'perk': 8126, 'var1': 885, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 8164, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 1104, 'var2': 0, 'var3': 0}], 'style': 8000}]}",4634,1395,8048,0akQqtPbfxwGlmAXTDvqU1tjQhaZ7YEPRLmWJtFv7D8f7tbVe_zVXWnZt-89PsDslwzOCAE9d2pBwg,114,85,53,9,5,4,7,21,385,bolje da ne znaš,100,31,1263,65522,37605,431,23550,586,0,39,330,757,757,2237,0,1,2,True,False,64,True,2,False,2,21.0,27121,1.8,37.9,0.6,689.0,0.7,2863.3,1688.2,631.6,1291.5,220.7,66.4,383.2,5.4,4.0,2.5,0.4,3120.1,1790.7,20.5,1121.4,27.9,0.0,1.9,15.7
5,26,1,18,Diana,1,0,0,0,24222,12,True,False,False,False,True,14525,14400,0,0,2,4636,3089,3115,3020,1026,0,2,10,3,2,155,85597,36986,18395,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1643, 'var2': 23, 'var3': 0}, {'perk': 8126, 'var1': 426, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2472, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 2908, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 721, 'var2': 0, 'var3': 0}], 'style': 8000}]}",8161,1929,9660,Z96K1fcqNGiNYaAfMeGEzbrxLjCHk4uepZsmaLl4zKMglt-1IBgjC2dLxII6g2HGJ5h7tIhusfRDcQ,85,28,27,10,6,4,5,21,210,cistim potrubia,200,15,1263,94154,39310,0,28655,1108,0,55,316,394,394,599,0,0,2,False,True,55,False,0,True,2,21.0,54844,1.2,0.0,0.6,691.7,0.5,4076.0,1761.2,876.0,2611.6,388.6,91.9,460.0,4.0,1.3,1.3,0.5,4483.5,1871.9,0.0,1364.5,52.8,0.0,2.6,15.0
6,22,0,18,Sett,0,1578,1578,1578,64870,14,False,True,True,False,True,14798,14500,0,0,2,6630,3053,3748,3076,3065,2052,2,12,4,3,137,282,54,33544,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 715, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1681, 'var2': 340, 'var3': 0}, {'perk': 9104, 'var1': 8, 'var2': 20, 'var3': 0}, {'perk': 8299, 'var1': 1909, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 2243, 'var2': 0, 'var3': 0}, {'perk': 8453, 'var1': 1056, 'var2': 2771, 'var3': 0}], 'style': 8400}]}",74398,26133,19197,yZ13jhk80_zbvGSyh7jSL-MIEG7K3BusLicfv1DTuEAG_F7tOtlccuJHsXYIHnT0IcoDqGp3pZkTjg,46,21,32,9,4,4,27,32,252,2Funky,200,24,1263,87287,34749,0,54036,10644,0,54,352,12606,8560,1294,0,1,2,False,True,55,False,0,True,2,21.0,50960,1.0,75.1,0.7,704.7,0.6,13.4,2.6,1597.3,2426.7,3542.8,1244.4,914.1,2.2,1.0,1.5,0.4,4156.5,1654.7,0.0,2573.1,506.9,0.0,2.6,16.8
7,11,0,18,Pyke,0,176,176,176,24713,14,True,False,True,False,True,14497,14400,0,0,2,3111,3142,3814,6676,3155,2052,1,11,3,2,152,0,0,17357,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1207, 'var2': 18, 'var3': 0}, {'perk': 8139, 'var1': 1423, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 807, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 2125, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 234, 'var2': 0, 'var3': 0}], 'style': 8000}]}",15289,9885,14604,UkTX4GoMPnDP_j5KNkLv7ECleWntFD7KtSaJPPu_UvTovEF7DMOJFNDVZNS2pcAS-BP-pGcaMxNNvQ,63,57,42,12,5,4,30,32,121,Dagla,200,25,1263,18120,12317,0,32623,8943,0,9,342,2831,2431,661,0,1,2,False,True,55,False,0,True,2,21.0,5627,0.5,8.4,0.7,690.3,0.5,0.0,0.0,826.5,268.0,728.0,470.7,695.4,3.0,2.7,2.0,0.6,862.9,586.5,0.0,1553.5,425.9,0.0,0.4,16.3
8,19,0,18,Akali,0,503,503,503,27877,15,True,False,False,False,True,14263,14750,0,0,2,3157,3165,4633,3020,4630,2052,2,12,3,2,115,52424,27786,19576,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 523, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 720, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 8, 'var2': 10, 'var3': 0}, {'perk': 8299, 'var1': 1123, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1185, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 2414, 'var2': 5, 'var3': 0}], 'style': 8100}]}",4909,2145,20887,-SqQIkjBBEOepdv1daCetAoPqqQ0kFTe9ZDN_0yN8BVGwi0mrsSwJy6ulbjrB1fWuyOUcWNwKBZ3Jg,88,21,52,18,25,32,4,4,339,Κarra,200,2,1263,61573,32800,0,41475,3140,0,32,340,4239,2868,1011,0,1,2,False,True,55,False,0,True,2,21.0,28270,0.9,24.0,0.7,679.2,0.6,2496.4,1323.1,932.2,1346.2,233.8,102.1,994.6,4.2,1.0,2.5,0.9,2932.0,1561.9,0.0,1975.0,149.5,0.0,1.5,16.2
9,23,0,18,Vayne,0,1839,1839,1839,24597,9,True,False,False,True,True,15735,14700,0,0,2,6673,3124,3091,3153,1038,2052,2,10,3,3,234,8583,1575,17151,0,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 1869, 'var2': 1048, 'var3': 820}, {'perk': 9111, 'var1': 1203, 'var2': 330, 'var3': 0}, {'perk': 9103, 'var1': 8, 'var2': 50, 'var3': 0}, {'perk': 8017, 'var1': 1087, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 4440, 'var2': 5, 'var3': 0}, {'perk': 8139, 'var1': 1034, 'var2': 0, 'var3': 0}], 'style': 8100}]}",74436,18446,13803,CzLtK8nQz7AC1c1Ev5Q9XiLCBAg-6aA6yLGw38hQkWU7Om8FTQTLUmOvikUFZzBT2EftkbNlib8IBg,76,0,19,10,5,4,6,7,279,Gaarok,200,7,1263,101784,26090,0,31813,4873,622,92,230,18764,6069,858,2,2,2,False,True,55,False,0,True,2,21.0,73855,1.1,87.6,0.4,749.3,0.5,408.7,75.0,816.7,3516.9,3544.6,878.4,657.3,3.6,0.0,0.9,0.5,4846.9,1242.4,0.0,1514.9,232.0,29.6,4.4,11.0
