,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,24,0,18,TwistedFate,3,1842,1842,1842,9157,9,False,False,False,False,False,14485,14150,0,0,2,3020,3094,3165,3100,1058,0,3,15,6,2,305,95049,39729,2569,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1864, 'var2': 30, 'var3': 0}, {'perk': 8126, 'var1': 956, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8134, 'var1': 4, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 898, 'var3': 0}, {'perk': 8210, 'var1': 14, 'var2': 0, 'var3': 0}], 'style': 8200}]}",6048,1415,14872,myOvLvpRMgHDFyPthz9E5szE7LRFNiXUKerWJ38dSIyCoKdw9iZEz-FtoiX9nwYbpodNTHS2OEqkwQ,79,151,0,14,4,4,15,32,584,Cpt Σαντέτ,100,47,1174,102142,42109,0,17880,827,0,39,252,1044,964,438,1,1,4,False,False,50,False,0,True,1,19.6,58191,1.2,94.0,0.5,739.0,0.8,4849.4,2027.0,131.1,2968.9,308.6,72.2,758.8,4.0,7.7,0.0,0.7,5211.3,2148.4,0.0,912.2,42.2,0.0,2.0,12.9
1,38,0,18,Seraphine,1,392,392,392,11504,10,False,False,True,False,False,11917,11600,0,0,2,6617,3158,6616,3011,3114,2052,1,4,2,2,210,23049,12668,4314,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 1251, 'var2': 972, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 181, 'var3': 0}, {'perk': 8210, 'var1': 38, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 500, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 4487, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 329, 'var2': 0, 'var3': 0}], 'style': 8000}]}",2905,1714,14269,SQw4hzcdzk67xnvzw82RXSZb-sYUhdGAR9GbyMKJWdr75oI5-8Y3sVwyoNoEqou3eGrpzOWrfWPa7A,63,43,54,10,5,4,5,13,48,Petshs,100,39,1174,26448,14875,3578,19546,5524,4742,9,238,492,492,961,0,1,4,False,False,50,False,0,True,1,19.6,11181,1.9,20.0,0.5,608.0,0.2,1176.0,646.3,220.1,570.5,148.2,87.4,728.0,3.2,2.2,2.8,0.5,1349.4,758.9,182.6,997.2,281.8,241.9,0.5,12.1
2,27,0,15,Samira,5,1247,1247,1247,14470,13,False,False,False,False,False,10801,10550,0,0,2,6676,3006,1018,1053,1038,2052,0,4,0,1,157,4895,3158,5515,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 509, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 1601, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 10, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 594, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 967, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1272, 'var2': 5, 'var3': 0}], 'style': 8100}]}",34651,19713,19925,3qCk1Zay4GhjYDOXkzVBqXZ4yZzNYs_qHsbZQjUrcGhPCc0SVujfLAHe45Q-Qcn0IyzMs3mCVIxaWQ,92,17,20,9,5,4,8,32,305,GodMyro,100,0,1174,39897,23223,0,26302,2956,0,26,326,351,351,861,0,0,4,False,False,50,False,0,True,1,19.6,15427,1.4,63.6,0.7,551.1,0.2,249.7,161.1,281.4,787.1,1767.9,1005.8,1016.6,4.7,0.9,1.0,0.5,2035.6,1184.8,0.0,1341.9,150.8,0.0,1.3,16.6
3,24,5,18,Kalista,2,725,725,725,12151,3,False,False,False,False,False,16679,10550,0,0,2,3085,3124,3070,1036,3006,2052,3,16,6,2,311,2111,1249,3314,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 2, 'var2': 50, 'var3': 0}, {'perk': 9111, 'var1': 977, 'var2': 400, 'var3': 0}, {'perk': 9104, 'var1': 4, 'var2': 20, 'var3': 0}, {'perk': 8017, 'var1': 1669, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1188, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3965, 'var2': 5, 'var3': 0}], 'style': 8100}]}",110150,31834,13198,gjah_gsVnrg7OX_Wx67AzmoWUsU78eV7Axmra040ArS08W_Aq90bIWOBZ7uZ8sYOHlD2ewFMavLnXA,67,3,57,5,5,3,3,4,247,Lil Jorkyn,100,12,1174,112261,33084,0,17273,6764,0,106,64,0,0,761,0,0,4,False,False,50,False,0,True,1,19.6,78452,1.2,37.0,0.2,851.0,0.8,107.7,63.7,169.1,4002.7,5619.9,1624.2,673.4,3.4,0.2,2.9,0.3,5727.6,1688.0,0.0,881.3,345.1,0.0,5.4,3.3
4,25,0,18,Katarina,0,0,0,0,21264,9,False,False,False,False,False,12934,10900,0,0,2,3111,3748,3153,0,0,2052,2,11,5,3,315,30756,13344,5157,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 945, 'var2': 0, 'var3': 0}, {'perk': 8143, 'var1': 563, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 13, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 1745, 'var2': 360, 'var3': 0}, {'perk': 8014, 'var1': 878, 'var2': 0, 'var3': 0}], 'style': 8000}]}",19601,10280,21789,EWC7CyJ_llnZ6vuIYJtSnJsBp9qUWuwUMeH9GOqkTHuW4vZJD3Xcx-DERgUeHgr_nyPm9i2Rzi0F_A,68,51,0,9,5,4,20,32,193,roaringman,100,0,1174,51102,24089,0,29078,6726,0,41,196,745,465,2130,0,0,4,False,False,50,False,0,True,1,19.6,27013,1.3,0.0,0.5,659.9,0.6,1569.2,680.8,263.1,1378.2,1000.1,524.5,1111.7,3.5,2.6,0.0,0.5,2607.2,1229.0,0.0,1483.6,343.2,0.0,2.1,10.0
5,14,0,18,Kayn,0,149,149,149,28433,13,False,False,False,False,False,15383,14650,0,1,0,6676,3091,3158,3042,3044,2052,5,16,2,2,167,5538,5058,13608,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 451, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1064, 'var2': 300, 'var3': 0}, {'perk': 9105, 'var1': 7, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 809, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 1125, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1809, 'var2': 5, 'var3': 0}], 'style': 8100}]}",70323,29868,24593,ipw1igmBhv5ZQRDPxer8BcUceY_HDa956uvyl55qv4yRuyyvF1OjioTdx0w5P_2nrwZ7hU8N2swWQw,60,51,40,18,24,32,6,4,460,Najądrze ,200,10,1174,77011,35856,0,39506,8952,0,57,290,1149,929,1304,0,1,1,True,True,44,True,2,False,4,19.6,41006,0.7,7.6,0.7,784.8,0.8,282.6,258.1,694.3,2092.1,3587.9,1523.9,1254.7,3.1,2.6,2.0,0.9,3929.1,1829.4,0.0,2015.6,456.7,0.0,2.9,14.8
6,25,0,18,Shen,0,726,726,726,47883,10,False,True,False,False,False,12181,11020,0,1,0,3111,3075,1029,3065,1033,0,1,4,2,1,131,18890,3933,13084,0,1,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 563, 'var2': 15, 'var3': 0}, {'perk': 8139, 'var1': 998, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1197, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 1160, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 320, 'var2': 0, 'var3': 0}], 'style': 8000}]}",14579,5208,14456,BxQk9nUJMmyt8vF45Zkz4biK9hMHnXxwT9-UgHXiIKzz5ftc1RsWTv9NUoFMzsM4sdO2rqM1GHLYKg,67,25,35,6,7,3,6,14,399,ToADCmouMeViazei,200,32,1174,34266,9937,2961,27911,2476,0,27,236,796,796,370,0,4,1,True,True,44,True,2,False,4,19.6,23603,1.3,37.0,0.5,621.5,0.2,963.8,200.7,667.6,1204.2,743.8,265.7,737.6,3.4,1.3,1.8,0.3,1748.3,507.0,151.1,1424.0,126.3,0.0,1.4,12.0
7,28,0,17,Soraka,1,868,868,868,5640,7,False,False,False,False,False,11059,9700,0,1,0,3158,3504,3011,3067,3114,2052,0,0,0,0,303,13913,6153,10747,0,1,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 820, 'var2': 1174, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 317, 'var3': 0}, {'perk': 8210, 'var1': 10, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8463, 'var1': 600, 'var2': 0, 'var3': 0}, {'perk': 8453, 'var1': 3964, 'var2': 529, 'var3': 0}], 'style': 8400}]}",2253,295,4104,3tOHk6Ng4hNf3Cuaz2kiY-2ftoHApLyxFV-BDRcoWk3NMfZb0aEwOF4evu_vtD_kO-pIpDbHi1pPbA,69,59,28,7,2,4,4,21,323,JunaCHina,200,36,1174,16166,6449,1632,15228,24700,16810,7,188,0,0,376,0,3,1,True,True,44,True,2,False,4,19.6,8849,1.4,44.3,0.4,564.2,0.0,709.8,313.9,548.3,451.5,114.9,15.1,209.4,3.5,3.0,1.4,0.4,824.8,329.0,83.3,776.9,1260.2,857.7,0.4,9.6
8,14,0,18,Vayne,3,6779,6779,6779,14642,10,True,False,False,False,False,16000,14950,2,2,0,6673,3140,3124,3046,3095,2052,5,13,3,3,184,1213,492,14978,1,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 995, 'var2': 777, 'var3': 218}, {'perk': 9111, 'var1': 550, 'var2': 270, 'var3': 0}, {'perk': 9104, 'var1': 6, 'var2': 10, 'var3': 0}, {'perk': 8017, 'var1': 567, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8321, 'var1': 2, 'var2': 0, 'var3': 0}], 'style': 8300}]}",68039,18793,10859,BSjg-3U3qKY6oOAwLKuyGS3XnW1384fXljRlO7dRLhlvozqUmPvd69Z9pOpW0ckyLf-53W3ApofsKw,87,0,11,8,3,4,7,6,221,call me Rose,200,11,1174,73843,22154,0,26585,1435,0,78,238,4590,2868,747,4,4,1,True,True,44,True,2,False,4,19.6,44910,0.7,345.9,0.5,816.3,0.7,61.9,25.1,764.2,2291.3,3471.4,958.8,554.0,4.4,0.0,0.6,0.4,3767.5,1130.3,0.0,1356.4,73.2,0.0,4.0,12.1
9,9,1,17,Viego,0,1431,1431,1431,27157,10,False,False,False,False,False,13096,13370,0,2,0,6632,3153,3053,3067,0,2052,2,11,4,3,193,9407,5233,17731,0,1,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 667, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 826, 'var2': 200, 'var3': 0}, {'perk': 9104, 'var1': 7, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 850, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1027, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1885, 'var2': 5, 'var3': 0}], 'style': 8100}]}",40965,20369,20967,VYE-zWzuk_6twifSbkc2Lbyj3D0LaHBWrZnfFu6ebmolVaEQFeo-pjhxqQnqSe8G4G0oPxFaMTpogA,62,52,32,14,16,32,5,4,149,Loubardos,200,15,1174,51263,26162,541,39173,11551,435,29,246,890,560,474,0,4,1,True,True,44,True,2,False,4,19.6,23670,0.5,73.0,0.5,668.2,0.6,479.9,267.0,904.6,1207.7,2090.1,1039.2,1069.7,3.2,2.7,1.6,0.7,2615.5,1334.8,27.6,1998.6,589.3,22.2,1.5,12.6
