,assists,bountyLevel,champLevel,championName,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,nexusKills,nexusTakedowns,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,puuid,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,win,objectives.champion.first,objectives.champion.kills,objectives.inhibitor.first,objectives.inhibitor.kills,objectives.tower.first,objectives.tower.kills,gameDuration,minionDamage,assists_pm,damageDealtToBuildings_pm,deaths_pm,goldEarned_pm,kills_pm,magicDamageDealt_pm,magicDamageDealtToChampions_pm,magicDamageTaken_pm,minionDamage_pm,physicalDamageDealt_pm,physicalDamageDealtToChampions_pm,physicalDamageTaken_pm,spell1Casts_pm,spell2Casts_pm,spell3Casts_pm,spell4Casts_pm,totalDamageDealt_pm,totalDamageDealtToChampions_pm,totalDamageShieldedOnTeammates_pm,totalDamageTaken_pm,totalHeal_pm,totalHealsOnTeammates_pm,totalMinionsKilled_pm,totalTimeSpentDead_pm
0,7,0,16,Zed,0,653,653,653,21073,11,False,False,False,False,False,14068,13300,0,0,1,6693,6676,6333,3142,0,2052,3,9,2,2,192,1012,725,1331,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 1517, 'var2': 0, 'var3': 0}, {'perk': 8143, 'var1': 501, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1096, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 527, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 428, 'var2': 0, 'var3': 0}], 'style': 8000}]}",46584,24533,14983,U_Gl_4SjyFMKZqQRwSj8R1grzf5n-QXfgbr0G7uj06prCFkHPMzfdNL6EBMrhnuaemIEW4kCQUmXKg,74,56,43,14,18,32,3,4,253,RealNapster01,100,5,1336,48459,26121,0,18077,1188,0,22,250,861,861,1762,1,1,4,False,False,22,False,0,False,2,22.3,21685,0.3,29.3,0.5,630.9,0.4,45.4,32.5,59.7,972.4,2089.0,1100.1,671.9,3.3,2.5,1.9,0.6,2173.0,1171.3,0.0,810.6,53.3,0.0,1.0,11.2
1,14,0,17,Riven,0,415,415,415,43773,9,False,False,False,False,False,12208,11900,0,0,1,3047,6333,3075,1011,3067,0,0,1,0,1,200,990,304,2789,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 41, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 548, 'var2': 150, 'var3': 0}, {'perk': 9103, 'var1': 19, 'var2': 30, 'var3': 0}, {'perk': 8299, 'var1': 338, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 805, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1112, 'var2': 5, 'var3': 0}], 'style': 8100}]}",42321,5064,18778,oE0ziwprOPWTIcBgYYyL3TpfwABFuPWvbLWTKfLXpdAltBE6YlDesT7lCdwVdfKzIOpLQe7xas3Vzw,100,18,47,10,13,32,2,4,254,Mafla Jinx,100,6,1336,46421,5719,0,24051,5562,0,44,184,3110,350,2484,0,1,4,False,False,22,False,0,False,2,22.3,40287,0.6,18.6,0.4,547.4,0.0,44.4,13.6,125.1,1806.6,1897.8,227.1,842.1,4.5,0.8,2.1,0.4,2081.7,256.5,0.0,1078.5,249.4,0.0,2.0,8.3
2,15,0,17,Ahri,2,846,846,846,10892,7,False,False,False,False,False,12983,11500,0,0,1,3089,3157,3108,3020,0,0,0,3,0,1,430,47058,18336,2967,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1031, 'var2': 15, 'var3': 0}, {'perk': 8139, 'var1': 1375, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1896, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 591, 'var3': 0}, {'perk': 8210, 'var1': 25, 'var2': 0, 'var3': 0}], 'style': 8200}]}",4931,1199,15231,BSjg-3U3qKY6oOAwLKuyGS3XnW1384fXljRlO7dRLhlvozqUmPvd69Z9pOpW0ckyLf-53W3ApofsKw,63,48,33,18,4,4,5,3,227,call me Rose,100,23,1336,72413,26477,0,18369,3046,0,35,170,20424,6940,170,0,2,4,False,False,22,False,0,False,2,22.3,45090,0.7,37.9,0.3,582.2,0.1,2110.2,822.2,133.0,2022.0,221.1,53.8,683.0,2.8,2.2,1.5,0.8,3247.2,1187.3,0.0,823.7,136.6,0.0,1.6,7.6
3,5,0,17,Nasus,2,3869,3869,3869,71647,8,False,False,False,False,False,15255,14850,0,0,1,3110,3075,3111,6632,1011,2052,2,7,4,2,254,10189,4991,5326,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8230, 'var1': 7, 'var2': 0, 'var3': 0}, {'perk': 8275, 'var1': 21, 'var2': 0, 'var3': 0}, {'perk': 8210, 'var1': 6, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 28, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8446, 'var1': 671, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 313, 'var2': 0, 'var3': 0}], 'style': 8400}]}",106753,8452,31052,QRbY_hnCIUAyNJhdpbW6Y9bWIPPygitoWrqTQxIyFPBseNpWl0mTrgzGEh4IJq_Up5EsuxbEMrBvqA,127,8,19,8,7,6,14,32,453,Highly Religious,100,3,1336,117603,14103,0,36726,1683,0,113,178,660,660,347,1,2,4,False,False,22,False,0,False,2,22.3,99631,0.2,173.5,0.4,684.1,0.3,456.9,223.8,238.8,4467.8,4787.1,379.0,1392.5,5.7,0.4,0.9,0.4,5273.7,632.4,0.0,1646.9,75.5,0.0,5.1,8.0
4,14,0,18,Heimerdinger,2,140,140,140,10790,9,False,False,False,False,False,13021,12850,0,0,1,4637,3158,6653,3116,0,2052,1,2,2,1,202,79901,28879,1196,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 2401, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1204, 'var3': 0}, {'perk': 8210, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 787, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 13, 'var2': 5, 'var3': 0}], 'style': 8100}]}",3125,259,17792,Lk86gmI-3QMMrUFM_LVWaVBOg5v8RtZfzGK8hVrgbbX1pqC8j4vo1CeVdbPMQDRSvAtP2oXp_ylD-g,79,90,56,11,2,4,3,7,318,others banned,100,37,1336,83026,29139,0,19033,2210,352,51,206,0,0,45,0,0,4,False,False,22,False,0,False,2,22.3,53747,0.6,6.3,0.4,583.9,0.1,3583.0,1295.0,53.6,2410.2,140.1,11.6,797.8,3.5,4.0,2.5,0.5,3723.1,1306.7,0.0,853.5,99.1,15.8,2.3,9.2
5,28,0,18,Quinn,2,3741,3741,3741,10388,3,False,True,True,False,False,14517,12400,0,1,0,3036,3006,3031,3086,1036,2052,1,4,3,1,481,0,0,10662,1,1,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 38, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 2074, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 10, 'var2': 30, 'var3': 0}, {'perk': 8017, 'var1': 969, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1021, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3411, 'var2': 5, 'var3': 0}], 'style': 8100}]}",70425,15409,6142,MfPGaSiuthdgpGi9ozRNWjM4opfcBGeTYLlUH6bSPB2ncCPb-VGkBat6zi9DOMh_FEzpdxC9GMWdzA,55,11,24,7,6,7,3,4,214,Paissios,200,24,1336,71025,16009,0,18026,3471,757,76,86,599,599,1221,1,3,2,True,True,44,True,1,True,4,22.3,51275,1.3,167.8,0.1,651.0,0.2,0.0,0.0,478.1,2299.3,3158.1,691.0,275.4,2.5,0.5,1.1,0.3,3185.0,717.9,0.0,808.3,155.7,33.9,3.4,3.9
6,24,0,18,Jhin,2,1766,1766,1766,7743,5,False,False,True,False,False,15673,14600,0,1,0,6671,6676,3031,3036,3123,0,3,9,3,1,308,10083,3283,10306,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 3697, 'var2': 2966, 'var3': 0}, {'perk': 9111, 'var1': 736, 'var2': 330, 'var3': 0}, {'perk': 9103, 'var1': 10, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 513, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 2219, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 4273, 'var2': 5, 'var3': 0}], 'style': 8100}]}",94940,17200,10808,WimYZXRZnJqpPNhgE0JlVNo_2f0v8DKCGmWvjYZ9HbR1ghDu3rWgeDxBqZVs3vsMo53_dWBvmJqn2g,63,39,41,25,1,4,8,32,185,Me Got Banned,200,28,1336,108412,21597,0,22610,6968,0,86,98,3388,1113,1496,0,2,2,True,True,44,True,1,True,4,22.3,85049,1.1,79.2,0.2,702.8,0.4,452.2,147.2,462.2,3813.9,4257.4,771.3,484.7,2.8,1.7,1.8,1.1,4861.5,968.5,0.0,1013.9,312.5,0.0,3.9,4.4
7,28,0,18,Sion,0,1439,1439,1439,44702,5,True,False,True,False,False,13415,11100,0,0,0,3083,3111,3068,3075,0,0,1,4,3,2,443,15652,4746,16859,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 812, 'var2': 700, 'var3': 0}, {'perk': 8446, 'var1': 780, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 64, 'var2': 19, 'var3': 15}, {'perk': 8451, 'var1': 358, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 9105, 'var1': 7, 'var2': 10, 'var3': 0}, {'perk': 9111, 'var1': 2096, 'var2': 320, 'var3': 0}], 'style': 8000}]}",25592,6311,12713,P2cFUabzqzaVeGQa5Z3J_yZT_NAekb7R_jqwq25wCOAJXHpqLrSIY-78woPokKbKnhXHQT8ZINfjGw,42,25,36,8,1,4,12,32,185,git gud,200,45,1336,42233,12045,0,33334,4566,0,28,140,987,987,3761,0,3,2,True,True,44,True,1,True,4,22.3,28749,1.3,64.5,0.2,601.6,0.2,701.9,212.8,756.0,1289.2,1147.6,283.0,570.1,1.9,1.1,1.6,0.4,1893.9,540.1,0.0,1494.8,204.8,0.0,1.3,6.3
8,27,5,18,Varus,3,1561,1561,1561,6827,3,True,False,False,True,False,15380,11400,0,1,0,3177,6691,6609,3035,0,0,3,13,5,3,447,6272,5581,8925,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1835, 'var2': 30, 'var3': 0}, {'perk': 8139, 'var1': 2507, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 3594, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8210, 'var1': 15, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 1013, 'var2': 0, 'var3': 0}], 'style': 8200}]}",99286,35736,6667,rbt0q-BRAT3g1RWxAZHj__mqTpK2VQVCAnXAUYaY6LH4rDJX6MtXwPJvZCojOP6hdEQ9blwrtZb-cg,119,0,51,12,4,4,5,21,284,Braindead Muppet,200,47,1336,106402,42161,0,16866,4725,0,46,82,843,843,1273,1,3,2,True,True,44,True,1,True,4,22.3,62680,1.2,70.0,0.1,689.7,0.6,281.3,250.3,400.2,2810.8,4452.3,1602.5,299.0,5.3,0.0,2.3,0.5,4771.4,1890.6,0.0,756.3,211.9,0.0,2.1,3.7
9,15,4,18,Draven,2,1221,1221,1221,15806,6,True,False,False,False,False,16792,14300,1,1,0,3111,6676,3072,3036,0,0,5,14,4,4,308,0,0,6485,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 36, 'var2': 57, 'var3': 0}, {'perk': 8139, 'var1': 810, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 1478, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 9103, 'var1': 10, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 621, 'var2': 0, 'var3': 0}], 'style': 8000}]}",62119,18328,7754,6HTWGHyzSzYP4JuQXH3v5XDPf-KshBdGdBzywuppgKPaJOT3wl-qA063UKZoBmwG7pTTdkOEcYf1kg,47,57,20,6,5,4,4,7,331,Sappomane,200,12,1336,63189,19398,0,15299,1804,182,59,164,1069,1069,1060,2,2,2,True,True,44,True,1,True,4,22.3,42570,0.7,54.8,0.3,753.0,0.6,0.0,0.0,290.8,1909.0,2785.6,821.9,347.7,2.1,2.6,0.9,0.3,2833.6,869.9,0.0,686.1,80.9,8.2,2.6,7.4
